target_month,region,channel,budget_owner,target_spend,actual_spend,spend_variance,spend_attainment,spend_status,target_revenue,actual_revenue,revenue_variance,revenue_attainment,revenue_status,target_leads,actual_leads,lead_variance,lead_attainment
2025-01-01,LATAM,organic,growth,79362.77,0.0,-79362.77,0.0,under_target,682118.59,0.0,-682118.59,0.0,below_target,2999,165.0,-2834.0,0.0550183394464821
2025-01-01,LATAM,direct,growth,160847.47,0.0,-160847.47,0.0,under_target,1132557.77,0.0,-1132557.77,0.0,below_target,3695,91.0,-3604.0,0.0246278755074424
2025-01-01,EMEA,paid_search,regional_marketing,88356.0,3344108.93,3255752.93,37.848124971705374,over_target,290018.07,0.0,-290018.07,0.0,below_target,10409,326.0,-10083.0,0.0313190508214045
2025-01-01,EMEA,paid_social,growth,262824.12,8093259.91,7830435.79,30.7934443383659,over_target,110918.92,0.0,-110918.92,0.0,below_target,11219,399.0,-10820.0,0.0355646670826276
2025-01-01,EMEA,email,finance,178605.65,0.0,-178605.65,0.0,under_target,174495.17,0.0,-174495.17,0.0,below_target,5337,180.0,-5157.0,0.0337268128161888
2025-01-01,EMEA,organic,finance,338757.38,0.0,-338757.38,0.0,under_target,410185.32,0.0,-410185.32,0.0,below_target,7460,165.0,-7295.0,0.0221179624664879
2025-01-01,EMEA,direct,regional_marketing,167195.3,0.0,-167195.3,0.0,under_target,407984.8,0.0,-407984.8,0.0,below_target,4643,91.0,-4552.0,0.0195993969416325
2025-01-01,APAC,paid_search,regional_marketing,207222.69,3344108.93,3136886.24,16.137754654183865,over_target,455182.55,0.0,-455182.55,0.0,below_target,10485,326.0,-10159.0,0.0310920362422508
2025-01-01,APAC,paid_social,growth,175521.51,8093259.91,7917738.4,46.10978967762982,over_target,640384.62,0.0,-640384.62,0.0,below_target,3056,399.0,-2657.0,0.1305628272251308
2025-01-01,APAC,email,finance,177826.5,0.0,-177826.5,0.0,under_target,1141400.58,0.0,-1141400.58,0.0,below_target,12232,180.0,-12052.0,0.0147155003270111
2025-01-01,APAC,organic,finance,34039.66,0.0,-34039.66,0.0,under_target,520813.94,0.0,-520813.94,0.0,below_target,1587,165.0,-1422.0,0.1039697542533081
2025-01-01,APAC,direct,finance,88564.15,0.0,-88564.15,0.0,under_target,623076.36,0.0,-623076.36,0.0,below_target,13997,91.0,-13906.0,0.0065013931556762
2025-01-01,,paid_search,finance,170542.87,3344108.93,3173566.06,19.608611781893902,over_target,578874.17,0.0,-578874.17,0.0,below_target,14568,326.0,-14242.0,0.022377814387699
2025-01-01,,paid_social,regional_marketing,95867.38,8093259.91,7997392.53,84.42141539697862,over_target,812866.42,0.0,-812866.42,0.0,below_target,7520,399.0,-7121.0,0.0530585106382978
2025-01-01,,email,growth,234682.3,0.0,-234682.3,0.0,under_target,659675.11,0.0,-659675.11,0.0,below_target,5281,180.0,-5101.0,0.0340844537019503
2025-01-01,,organic,growth,41621.56,0.0,-41621.56,0.0,under_target,374492.42,0.0,-374492.42,0.0,below_target,6619,165.0,-6454.0,0.0249282368937906
2025-01-01,,direct,regional_marketing,357249.95,0.0,-357249.95,0.0,under_target,1196074.9,0.0,-1196074.9,0.0,below_target,7862,91.0,-7771.0,0.0115746629356397
2025-01-01,LATAM,paid_search,finance,262899.38,3344108.93,3081209.5500000003,12.720109609996038,over_target,259303.26,0.0,-259303.26,0.0,below_target,635,326.0,-309.0,0.5133858267716536
2025-01-01,LATAM,paid_social,regional_marketing,228275.87,8093259.91,7864984.04,35.45385638000197,over_target,117276.39,0.0,-117276.39,0.0,below_target,310,399.0,89.0,1.2870967741935484
2025-01-01,LATAM,email,growth,206972.12,0.0,-206972.12,0.0,under_target,1148712.67,0.0,-1148712.67,0.0,below_target,3821,180.0,-3641.0,0.0471080868882491
2025-01-01,LATAM,organic,finance,343111.64,0.0,-343111.64,0.0,under_target,917164.42,0.0,-917164.42,0.0,below_target,9171,165.0,-9006.0,0.0179914949296696
2025-01-01,LATAM,direct,regional_marketing,226996.13,0.0,-226996.13,0.0,under_target,621282.11,0.0,-621282.11,0.0,below_target,2044,91.0,-1953.0,0.0445205479452054
2025-01-01,EMEA,paid_search,finance,86199.73,3344108.93,3257909.2,38.794888684686136,over_target,110134.66,0.0,-110134.66,0.0,below_target,4835,326.0,-4509.0,0.067425025853154
2025-01-01,EMEA,paid_social,growth,23239.75,8093259.91,8070020.16,348.2507303219699,over_target,240399.98,0.0,-240399.98,0.0,below_target,12680,399.0,-12281.0,0.0314668769716088
2025-01-01,EMEA,email,growth,212655.54,0.0,-212655.54,0.0,under_target,745353.79,0.0,-745353.79,0.0,below_target,4455,180.0,-4275.0,0.0404040404040404
2025-01-01,EMEA,organic,regional_marketing,139263.01,0.0,-139263.01,0.0,under_target,148155.09,0.0,-148155.09,0.0,below_target,3870,165.0,-3705.0,0.0426356589147286
2025-01-01,EMEA,direct,growth,112680.92,0.0,-112680.92,0.0,under_target,1117323.95,0.0,-1117323.95,0.0,below_target,10558,91.0,-10467.0,0.008619056639515
2025-01-01,APAC,paid_search,regional_marketing,233950.33,3344108.93,3110158.6,14.294097939507076,over_target,537454.86,0.0,-537454.86,0.0,below_target,8190,326.0,-7864.0,0.0398046398046398
2025-01-01,APAC,paid_social,finance,282062.9,8093259.91,7811197.01,28.69310324044743,over_target,980582.69,0.0,-980582.69,0.0,below_target,11111,399.0,-10712.0,0.035910359103591
2025-01-01,APAC,email,regional_marketing,220971.97,0.0,-220971.97,0.0,under_target,133573.8,0.0,-133573.8,0.0,below_target,12329,180.0,-12149.0,0.0145997242274312
2025-01-01,APAC,organic,growth,354443.44,0.0,-354443.44,0.0,under_target,834118.91,0.0,-834118.91,0.0,below_target,8345,165.0,-8180.0,0.0197723187537447
2025-01-01,APAC,direct,regional_marketing,247043.37,0.0,-247043.37,0.0,under_target,892594.2,0.0,-892594.2,0.0,below_target,4093,91.0,-4002.0,0.0222330808697776
2025-01-01,,paid_search,finance,136919.41,3344108.93,3207189.52,24.423921560865622,over_target,1184775.44,0.0,-1184775.44,0.0,below_target,9032,326.0,-8706.0,0.0360938883968113
2025-01-01,,paid_social,regional_marketing,356022.58,8093259.91,7737237.33,22.73243430234116,over_target,110656.35,0.0,-110656.35,0.0,below_target,9187,399.0,-8788.0,0.0434309350168716
2025-01-01,,email,regional_marketing,335816.01,0.0,-335816.01,0.0,under_target,458715.79,0.0,-458715.79,0.0,below_target,4091,180.0,-3911.0,0.0439990222439501
2025-01-01,,organic,finance,41914.18,0.0,-41914.18,0.0,under_target,1136351.58,0.0,-1136351.58,0.0,below_target,9180,165.0,-9015.0,0.0179738562091503
2025-01-01,,direct,regional_marketing,191151.84,0.0,-191151.84,0.0,under_target,764461.37,0.0,-764461.37,0.0,below_target,6459,91.0,-6368.0,0.0140888682458584
2025-01-01,LATAM,paid_search,finance,397694.39,3344108.93,2946414.54,8.408740515550145,over_target,241242.46,0.0,-241242.46,0.0,below_target,11647,326.0,-11321.0,0.0279900403537391
2025-01-01,LATAM,paid_social,finance,182034.01,8093259.91,7911225.9,44.46015285824885,over_target,796227.19,0.0,-796227.19,0.0,below_target,13653,399.0,-13254.0,0.029224346297517
2025-01-01,LATAM,email,finance,264841.71,0.0,-264841.71,0.0,under_target,837457.53,0.0,-837457.53,0.0,below_target,6750,180.0,-6570.0,0.0266666666666666
2025-01-01,LATAM,organic,regional_marketing,318676.66,0.0,-318676.66,0.0,under_target,163719.82,0.0,-163719.82,0.0,below_target,12243,165.0,-12078.0,0.013477088948787
2025-01-01,LATAM,direct,regional_marketing,167764.97,0.0,-167764.97,0.0,under_target,834287.06,0.0,-834287.06,0.0,below_target,12020,91.0,-11929.0,0.0075707154742096
2025-01-01,EMEA,paid_search,finance,84782.66,3344108.93,3259326.27,39.44331222917516,over_target,200057.24,0.0,-200057.24,0.0,below_target,6935,326.0,-6609.0,0.0470079307858687
2025-01-01,EMEA,paid_social,regional_marketing,314797.28,8093259.91,7778462.63,25.70943405228914,over_target,402313.69,0.0,-402313.69,0.0,below_target,860,399.0,-461.0,0.463953488372093
2025-01-01,EMEA,email,regional_marketing,337124.0,0.0,-337124.0,0.0,under_target,306129.9,0.0,-306129.9,0.0,below_target,5665,180.0,-5485.0,0.0317740511915269
2025-01-01,EMEA,organic,finance,181019.42,0.0,-181019.42,0.0,under_target,438465.76,0.0,-438465.76,0.0,below_target,9613,165.0,-9448.0,0.0171642567356704
2025-01-01,EMEA,direct,regional_marketing,111569.36,0.0,-111569.36,0.0,under_target,1143822.4,0.0,-1143822.4,0.0,below_target,13701,91.0,-13610.0,0.0066418509597839
2025-01-01,APAC,paid_search,growth,240880.38,3344108.93,3103228.5500000003,13.882861401995465,over_target,931037.63,0.0,-931037.63,0.0,below_target,13740,326.0,-13414.0,0.02372634643377
2025-01-01,APAC,paid_social,finance,156276.29,8093259.91,7936983.62,51.78814975707447,over_target,342577.26,0.0,-342577.26,0.0,below_target,601,399.0,-202.0,0.6638935108153078
2025-01-01,APAC,email,finance,365736.19,0.0,-365736.19,0.0,under_target,1152476.81,0.0,-1152476.81,0.0,below_target,4933,180.0,-4753.0,0.0364889519562132
2025-01-01,APAC,organic,growth,268250.98,0.0,-268250.98,0.0,under_target,80402.92,0.0,-80402.92,0.0,below_target,13632,165.0,-13467.0,0.0121038732394366
2025-01-01,APAC,direct,growth,96316.05,0.0,-96316.05,0.0,under_target,115020.39,0.0,-115020.39,0.0,below_target,6351,91.0,-6260.0,0.01432845221225
