optimization_rank,campaign_id,campaign_name,normalized_channel,spend,conversions,attributed_revenue,attributed_roas,cost_per_conversion,spend_share,revenue_share,efficiency_gap,opportunity_score,waste_budget_flag,recommended_action,recommended_budget_shift_pct,recommended_monthly_budget,optimization_reason
213,CMP-000040,brand_search_emea_2024,paid_search,10314.15,25,6875.0,0.6665600170639364,412.566,0.0027767008967832,0.000648088139987,-0.0021286127567962,2.150430756411589,True,monitor,0.0,10314.15,Balanced spend and conversion performance.
214,CMP-000024,Product Launch Global 2025 Social,paid_social,9863.71,23,6325.0,0.6412394524980967,428.8569565217391,0.0026554366964422,0.000596241088788,-0.0020591956076542,2.017301542105254,True,monitor,0.0,9863.71,Balanced spend and conversion performance.
215,CMP-000047,Competitor SEM US FY25 Social,paid_social,10701.74,24,6600.0,0.6167221405117299,445.9058333333333,0.0028810450744987,0.0006221646143875,-0.0022588804601112,1.9625631841530649,True,monitor,0.0,10701.74,Balanced spend and conversion performance.
216,CMP-000034,Competitor Search US 2024 Social,paid_social,8460.25,20,5500.0,0.6500989923465619,423.0125,0.0022776073415657,0.0005184705119896,-0.0017591368295761,1.961649600644734,True,monitor,0.0,8460.25,Balanced spend and conversion performance.
217,CMP-000008,creator_spark_na_2025_social,paid_social,18171.29,36,9900.0,0.5448154754010309,504.7580555555556,0.0048919433243368,0.0009332469215813,-0.0039586964027555,1.927696995183806,True,reduce,-0.25,13628.4675,High spend is not producing enough attributed revenue.
218,CMP-000004,CREATOR SPARK APAC 2024 SOCIAL,paid_social,10069.85,21,5775.0,0.5734941434082931,479.5166666666667,0.0027109322169517,0.0005443940375891,-0.0021665381793626,1.7510293622337696,True,monitor,0.0,10069.85,Balanced spend and conversion performance.
219,CMP-000067,Regional Expansion APAC FY25 Social,paid_social,8651.7,18,4950.0,0.5721418911890148,480.65,0.0023291481264767,0.0004666234607906,-0.001862524665686,1.6660116393740787,True,monitor,0.0,8651.7,Balanced spend and conversion performance.
220,CMP-000048,Retargeting US FY25 Social,paid_social,11523.73,22,6050.0,0.5250036229588857,523.805909090909,0.0031023352797165,0.0005703175631885,-0.0025320177165279,1.6208256459641548,True,monitor,0.0,11523.73,Balanced spend and conversion performance.
221,CMP-000045,Retargeting EMEA Q4 Social,paid_social,12591.6,23,6325.0,0.5023190063216747,547.4608695652174,0.0033898195209431,0.000596241088788,-0.0027935784321551,1.568461057775621,True,monitor,0.0,12591.6,Balanced spend and conversion performance.
222,CMP-000030,LIFECYCLE WINBACK NA Q4 SOCIAL,paid_social,28589.51,43,11825.0,0.4136132448579916,664.8723255813953,0.0076966611941453,0.0011147116007777,-0.0065819495933676,1.499371457709231,True,reduce,-0.25,21442.1325,High spend is not producing enough attributed revenue.
223,CMP-000035,product_launch_global_2025_social,paid_social,10321.85,19,5225.0,0.5062077050141205,543.2552631578948,0.002778773835116,0.0004925469863901,-0.0022862268487259,1.4936004905452398,True,monitor,0.0,10321.85,Balanced spend and conversion performance.
224,CMP-000075,Competitor Search EMEA 2025 Social,paid_social,10444.31,19,5225.0,0.5002723971234098,549.7005263157895,0.0028117416309906,0.0004925469863901,-0.0023191946446005,1.475490219184812,True,monitor,0.0,10444.31,Balanced spend and conversion performance.
225,CMP-000056,ENTERPRISE ABM NA 2024 SOCIAL,paid_social,9569.21,17,4675.0,0.4885460764263717,562.8947058823529,0.002576153535532,0.0004406999351911,-0.0021354536003408,1.3907252457303578,True,monitor,0.0,9569.21,Balanced spend and conversion performance.
226,CMP-000061,Competitor Search Global FY25 Social,paid_social,15215.66,22,6050.0,0.3976166659875418,691.6209090909091,0.0040962499834837,0.0005703175631885,-0.0035259324202952,1.211465432158018,True,monitor,0.0,15215.66,Balanced spend and conversion performance.
227,CMP-000050,Enterprise ABM NA 2025 Social,paid_social,24232.29,29,7975.0,0.3291063287869202,835.5962068965517,0.0065236419262966,0.0007517822423849,-0.0057718596839116,1.061636986919401,True,reduce,-0.25,18174.2175,High spend is not producing enough attributed revenue.
228,CMP-000048,competitor_search_emea_fy25_social,paid_social,10658.93,15,4125.0,0.3869994455353398,710.5953333333333,0.0028695200757939,0.0003888528839922,-0.0024806671918017,1.0481836262863142,True,monitor,0.0,10658.93,Balanced spend and conversion performance.
229,CMP-000012,Product Launch NA Q4 Social,paid_social,9857.47,13,3575.0,0.3626691230102653,758.266923076923,0.0026537568087544,0.0003370058327932,-0.0023167509759611,0.933937097545767,True,monitor,0.0,9857.47,Balanced spend and conversion performance.
230,CMP-000039,Holiday Promo EMEA FY25 Social,paid_social,52790.39,49,13475.0,0.2552547916391601,1077.3548979591835,0.0142118471473207,0.0012702527543745,-0.0129415943929462,0.8691466732087003,True,reduce,-0.25,39592.7925,High spend is not producing enough attributed revenue.
231,CMP-000079,RETARGETING NA 2025 SOCIAL,paid_social,10485.1,12,3300.0,0.3147323344555607,873.7583333333333,0.0028227228198991,0.0003110823071937,-0.0025116405127053,0.7821560939071068,True,monitor,0.0,10485.1,Balanced spend and conversion performance.
232,CMP-000008,Competitor Search EMEA Q4 Social,paid_social,24131.23,23,6325.0,0.262108479343987,1049.1839130434782,0.0064964352837105,0.000596241088788,-0.0059001941949225,0.7739929147966083,True,reduce,-0.25,18098.4225,High spend is not producing enough attributed revenue.
233,CMP-000077,Regional Expansion EMEA FY25 Social,paid_social,36252.24,32,8800.0,0.2427436208079832,1132.8825,0.0097595659669873,0.0008295528191834,-0.0089300131478039,0.7594547741748259,True,reduce,-0.25,27189.18,High spend is not producing enough attributed revenue.
234,CMP-000062,Cart Recovery APAC 2024 Social,paid_social,15274.8,15,4125.0,0.2700526357137245,1018.32,0.0041121712267307,0.0003888528839922,-0.0037233183427385,0.7115117087636152,True,monitor,0.0,15274.8,Balanced spend and conversion performance.
235,CMP-000003,CART RECOVERY NA 2025 SOCIAL,paid_social,11790.8,12,3300.0,0.2798792278725786,982.5666666666666,0.0031742339343321,0.0003110823071937,-0.0028631516271383,0.6892445294272176,True,monitor,0.0,11790.8,Balanced spend and conversion performance.
236,CMP-000058,enterprise_abm_apac_q4_social,paid_social,15736.14,15,4125.0,0.2621354410929237,1049.076,0.0042363698462701,0.0003888528839922,-0.0038475169622779,0.6883185980508115,True,monitor,0.0,15736.14,Balanced spend and conversion performance.
237,CMP-000065,Holiday Promotion EMEA 2024,paid_search,9819.94,8,2200.0,0.2240339554009494,1227.4925,0.0026436532534777,0.0002073882047958,-0.0024362650486819,0.4678902624779932,True,monitor,0.0,9819.94,Balanced spend and conversion performance.
238,CMP-000040,COMPETITOR SEARCH APAC 2025 SOCIAL,paid_social,12447.42,9,2475.0,0.1988363853714263,1383.0466666666666,0.0033510044236934,0.0002333117303953,-0.0031176926932981,0.4266607699680843,True,monitor,0.0,12447.42,Balanced spend and conversion performance.
239,CMP-000037,Holiday Promo Global 2024 Social,paid_social,11850.2,8,2200.0,0.1856508750907158,1481.275,0.0031902251728994,0.0002073882047958,-0.0029828369681036,0.378088295872261,True,monitor,0.0,11850.2,Balanced spend and conversion performance.
240,CMP-000037,Enterprise ABM US FY25 Social,paid_social,8375.76,6,1650.0,0.1969970486260351,1395.96,0.0022548615545868,0.0001555411535968,-0.0020993204009899,0.3623453522454457,True,monitor,0.0,8375.76,Balanced spend and conversion performance.
241,CMP-000058,Product Launch EMEA Q4 Social,paid_social,9117.74,6,1650.0,0.1809658972508538,1519.6233333333332,0.0024546120460374,0.0001555411535968,-0.0022990708924405,0.3291526671689322,True,monitor,0.0,9117.74,Balanced spend and conversion performance.
242,CMP-000069,Lifecycle Winback EMEA FY25 Social,paid_social,21034.48,11,3025.0,0.1438114942703599,1912.2254545454543,0.0056627506366855,0.0002851587815942,-0.0053775918550912,0.3035822198774541,True,reduce,-0.25,15775.86,High spend is not producing enough attributed revenue.
243,CMP-000035,Brand Search NA Q4 Social,paid_social,18040.92,9,2475.0,0.1371881256609973,2004.5466666666664,0.0048568460554476,0.0002333117303953,-0.0046235343250523,0.2696519898322833,True,reduce,-0.25,13530.69,High spend is not producing enough attributed revenue.
244,CMP-000074,REGIONAL EXPANSION EMEA Q4 SOCIAL,paid_social,10036.83,5,1375.0,0.1369954457732172,2007.366,0.00270204281127,0.0001296176279974,-0.0025724251832726,0.2197386353725538,True,monitor,0.0,10036.83,Balanced spend and conversion performance.
245,CMP-000018,Competitor Search Global FY25 Social,paid_social,10461.99,4,1100.0,0.1051425206867909,2615.4975,0.002816501312773,0.0001036941023979,-0.002712807210375,0.1420922868984572,True,monitor,0.0,10461.99,Balanced spend and conversion performance.
246,CMP-000059,Retargeting APAC FY25 Social,paid_social,11341.0,3,825.0,0.07274490785645,3780.3333333333335,0.0030531420301643,7.777057679844459e-05,-0.0029753714533658,0.0710921410279241,True,monitor,0.0,11341.0,Balanced spend and conversion performance.
247,CMP-000047,Competitor SEM EMEA FY25 Social,paid_social,31467.69,7,1925.0,0.0611738580111854,4495.384285714285,0.0084715040059237,0.0001814646791963,-0.0082900393267273,0.0443070683460093,True,reduce,-0.25,23600.7675,High spend is not producing enough attributed revenue.
248,CMP-000027,LIFECYCLE WINBACK US 2025 SOCIAL,paid_social,12189.36,2,550.0,0.0451213189207636,6094.68,0.0032815313761399,5.184705119896306e-05,-0.003229684324941,0.0172739921978537,True,monitor,0.0,12189.36,Balanced spend and conversion performance.
249,CMP-000076,product_launch_global_q4_social,paid_social,27849.9,4,1100.0,0.0394974488238736,6962.475,0.0074975487369608,0.0001036941023979,-0.0073938546345629,-0.010369854764061,True,reduce,-0.25,20887.425000000003,High spend is not producing enough attributed revenue.
250,CMP-000038,Retargeting US FY25 Social,paid_social,21910.67,0,0.0,0.0,0.0,0.005898632174064,0.0,-0.005898632174064,-0.0589863217406401,True,pause_or_rebuild,-0.5,10955.335,Spend has produced no measurable conversions.
1,CMP-000051,Cart Recovery Global FY25 Social,paid_social,8560.6,629,172975.0,20.205943508632572,13.60985691573927,0.0023046228430847,0.0163058976020738,0.0140012747589891,130.38186329056822,False,scale,0.2,10272.72,High ROAS with enough conversion volume to justify budget expansion.
2,CMP-000046,Regional Expansion EMEA 2024 Social,paid_social,26573.65,1466,403150.0,15.171043496094814,18.12663710777626,0.0071539659386187,0.0380038885288399,0.0308499225902211,110.92019471403962,False,scale,0.2,31888.38,High ROAS with enough conversion volume to justify budget expansion.
3,CMP-000042,Creator Spark EMEA FY25 Social,paid_social,10943.78,671,184525.0,16.86117593738178,16.309657228017883,0.0029462053334689,0.0173946856772521,0.0144484803437831,109.9150960808058,False,scale,0.2,13132.536,High ROAS with enough conversion volume to justify budget expansion.
4,CMP-000029,Brand Search EMEA Q4 Social,paid_social,17376.24,879,241725.0,13.911237413847871,19.768191126279863,0.0046779057111561,0.0227867790019442,0.018108873290788,94.4981920351027,False,scale,0.2,20851.488,High ROAS with enough conversion volume to justify budget expansion.
5,CMP-000001,Creator Spark Global Q4 Social,paid_social,11152.52,550,151250.0,13.561957297543517,20.277309090909093,0.0030024008071817,0.0142579390797148,0.0112555382725331,85.71203333787614,False,scale,0.2,13383.024,High ROAS with enough conversion volume to justify budget expansion.
6,CMP-000002,BRAND SEARCH NA FY25 SOCIAL,paid_social,8489.73,432,118800.0,13.993377881275377,19.652152777777776,0.0022855437340399,0.011198963058976,0.008913419324936,85.03926123930334,False,scale,0.2,10187.676,High ROAS with enough conversion volume to justify budget expansion.
7,CMP-000037,Brand Search EMEA FY25 Social,paid_social,9150.67,422,116050.0,12.682131472340275,21.68405213270142,0.0024634772225697,0.0109397278029812,0.0084762505804114,76.77833154264191,False,scale,0.2,10980.804,High ROAS with enough conversion volume to justify budget expansion.
8,CMP-000080,Holiday Promo APAC 2025 Social,paid_social,14860.07,584,160600.0,10.807486102017016,25.44532534246575,0.004000520614424,0.0151393389500972,0.0111388183356731,68.972494669762,False,scale,0.2,17832.084,High ROAS with enough conversion volume to justify budget expansion.
9,CMP-000045,Regional Expansion US 2025 Social,paid_social,8951.51,352,96800.0,10.813818003889846,25.430426136363636,0.0024098608071983,0.0091250810110174,0.0067152202038191,63.50607009534816,False,scale,0.2,10741.812,High ROAS with enough conversion volume to justify budget expansion.
10,CMP-000057,cart_recovery_us_2025_social,paid_social,10193.28,382,105050.0,10.305809317511144,26.683979057591625,0.0027441611492137,0.0099027867790019,0.0071586256297881,61.37090066867808,False,scale,0.2,12231.936,High ROAS with enough conversion volume to justify budget expansion.
11,CMP-000015,Brand SEM NA 2024 Social,paid_social,13502.77,476,130900.0,9.694307168084771,28.36716386554622,0.0036351181210335,0.0123395981853532,0.0087044800643196,59.87684412754308,False,scale,0.2,16203.324,High ROAS with enough conversion volume to justify budget expansion.
12,CMP-000030,Lifecycle Winback APAC 2024 Social,paid_social,10052.13,369,101475.0,10.094875414464395,27.24154471544715,0.0027061617666586,0.0095657809462086,0.00685961917955,59.764672296774584,False,scale,0.2,12062.556,High ROAS with enough conversion volume to justify budget expansion.
13,CMP-000005,Enterprise ABM APAC 2025 Social,paid_social,20620.46,669,183975.0,8.921963913511144,30.822810164424514,0.0055512911654458,0.0173428386260531,0.0117915474606072,58.1756123997005,False,scale,0.2,24744.552,High ROAS with enough conversion volume to justify budget expansion.
14,CMP-000062,Cart Recovery Global 2025 Social,paid_social,10356.31,367,100925.0,9.74526641245772,28.21882833787466,0.0027880509071872,0.0095139338950097,0.0067258829878224,57.643101049230424,False,scale,0.2,12427.571999999998,High ROAS with enough conversion volume to justify budget expansion.
15,CMP-000076,Brand Search Global 2024,paid_search,9512.26,330,90750.0,9.540319545512844,28.825030303030303,0.0025608218682524,0.0085547634478289,0.0059939415795764,55.414002757784786,False,scale,0.2,11414.712,High ROAS with enough conversion volume to justify budget expansion.
16,CMP-000030,competitor_search_global_fy25_social,paid_social,10024.36,328,90200.0,8.998080675474544,30.562073170731708,0.002698685728022,0.0085029163966299,0.0058042306686079,52.21143754778242,False,scale,0.2,12029.232,High ROAS with enough conversion volume to justify budget expansion.
17,CMP-000033,Brand Search NA 2025 Social,paid_social,12786.99,387,106425.0,8.322912585369973,33.04131782945736,0.0034424210041698,0.0100324044069993,0.0065899834028294,49.67882619663645,False,scale,0.2,15344.388,High ROAS with enough conversion volume to justify budget expansion.
18,CMP-000041,Creator Spark APAC FY25 Social,paid_social,9644.88,304,83600.0,8.667811315433681,31.72657894736842,0.0025965248658752,0.0078807517822423,0.0052842269163671,49.63542541424994,False,scale,0.2,11573.855999999998,High ROAS with enough conversion volume to justify budget expansion.
19,CMP-000053,Competitor Search US 2024 Social,paid_social,18545.29,522,143550.0,7.740509854523709,35.527375478927205,0.0049926289005013,0.0135320803629293,0.008539451462428,48.53774652241277,False,scale,0.2,22254.348,High ROAS with enough conversion volume to justify budget expansion.
20,CMP-000030,creator_spark_global_q4_social,paid_social,8843.11,269,73975.0,8.365269684534061,32.87401486988848,0.0023806781428768,0.0069734283862605,0.0045927502433836,46.87823699727273,False,scale,0.2,10611.732,High ROAS with enough conversion volume to justify budget expansion.
21,CMP-000034,retargeting_na_2024_social,paid_social,15668.84,409,112475.0,7.178259526550785,38.310122249388755,0.0042182518268159,0.0106027219701879,0.006384470143372,43.24938214626514,False,scale,0.2,18802.608,High ROAS with enough conversion volume to justify budget expansion.
22,CMP-000021,enterprise_abm_na_2024_social,paid_social,30504.15,678,186450.0,6.1122830827936525,44.991371681415934,0.0082121067330426,0.0175761503564484,0.0093640436234058,39.94952264351795,False,scale,0.2,36604.98,High ROAS with enough conversion volume to justify budget expansion.
23,CMP-000081,creator_spark_apac_fy25_social,paid_social,9203.36,239,65725.0,7.141413570695919,38.50778242677824,0.002477662043447,0.006195722618276,0.003718060574829,39.176689788987055,False,scale,0.2,11044.032,High ROAS with enough conversion volume to justify budget expansion.
24,CMP-000071,COMPETITOR SEARCH EMEA FY25 SOCIAL,paid_social,28770.34,627,172425.0,5.99315128010305,45.885709728867624,0.0077453429394336,0.0162540505508749,0.0085087076114412,38.69620492189861,False,scale,0.2,34524.407999999996,High ROAS with enough conversion volume to justify budget expansion.
25,CMP-000057,Brand Search US FY25 Social,paid_social,8538.08,207,56925.0,6.667189813166426,41.24676328502415,0.0022985601714932,0.0053661697990926,0.0030676096275994,35.61705560864851,False,scale,0.2,10245.696,High ROAS with enough conversion volume to justify budget expansion.
26,CMP-000029,Lifecycle Winback US Q4 Social,paid_social,15076.39,330,90750.0,6.019345479919265,45.6860303030303,0.0040587567209371,0.0085547634478289,0.0044960067268917,34.96991508405135,False,scale,0.2,18091.668,High ROAS with enough conversion volume to justify budget expansion.
27,CMP-000073,Regional Expansion Global FY25 Social,paid_social,10093.61,227,62425.0,6.184605904131425,44.465242290748904,0.0027173287123786,0.0058846403110823,0.0031673115987036,33.610036148388815,False,scale,0.2,12112.332,High ROAS with enough conversion volume to justify budget expansion.
28,CMP-000078,Regional Expansion APAC Q4 Social,paid_social,12657.78,273,75075.0,5.9311348435507645,46.36549450549451,0.0034076360220944,0.0070771224886584,0.003669486466564,33.32891455777805,False,scale,0.2,15189.336,High ROAS with enough conversion volume to justify budget expansion.
29,CMP-000005,Lifecycle Winback Global 2024 Social,paid_social,15290.88,315,86625.0,5.665141574585635,48.54247619047619,0.0041165001680803,0.0081659105638366,0.0040494103957563,32.64758861074633,False,scale,0.2,18349.055999999997,High ROAS with enough conversion volume to justify budget expansion.
30,CMP-000071,brand_search_us_fy25_social,paid_social,13152.25,277,76175.0,5.791784675625843,47.481046931407946,0.0035407536607202,0.0071808165910563,0.0036400629303361,32.630370355805226,False,scale,0.2,15782.7,High ROAS with enough conversion volume to justify budget expansion.
31,CMP-000044,brand_search_us_fy25_social,paid_social,13998.94,292,80300.0,5.736148594107839,47.941575342465754,0.0037686934213692,0.0075696694750486,0.0038009760536793,32.620323886039905,False,scale,0.2,16798.728,High ROAS with enough conversion volume to justify budget expansion.
32,CMP-000018,Cart Recovery APAC 2024 Social,paid_social,20388.04,401,110275.0,5.408808301337451,50.84299251870324,0.0054887207333278,0.010395333765392,0.0049066130320642,32.4827259658155,False,scale,0.2,24465.648,High ROAS with enough conversion volume to justify budget expansion.
33,CMP-000075,Competitor Search NA 2024 Social,paid_social,11663.43,248,68200.0,5.847336503927232,47.02995967741936,0.0031399443037544,0.0064290343486714,0.0032890900449169,32.29529463064629,False,scale,0.2,13996.116,High ROAS with enough conversion volume to justify budget expansion.
34,CMP-000035,Enterprise ABM APAC FY25 Social,paid_social,45012.15,789,216975.0,4.820365168071287,57.04961977186312,0.0121178456073591,0.0204536616979909,0.0083358160906317,32.24499337143092,False,scale,0.2,54014.58,High ROAS with enough conversion volume to justify budget expansion.
35,CMP-000007,Brand Search NA 2025 Social,paid_social,11289.13,238,65450.0,5.797612393514824,47.43331932773109,0.0030391779637588,0.0061697990926766,0.0031306211289177,31.78171917259952,False,scale,0.2,13546.955999999998,High ROAS with enough conversion volume to justify budget expansion.
36,CMP-000063,CREATOR SPARK APAC 2025 SOCIAL,paid_social,8440.37,181,49775.0,5.897253319463482,46.63187845303868,0.0022722553916883,0.0046921581335061,0.0024199027418177,30.71354473729197,False,scale,0.2,10128.444,High ROAS with enough conversion volume to justify budget expansion.
37,CMP-000039,Retargeting US FY25 Social,paid_social,8741.56,178,48950.0,5.599687012386806,49.10988764044944,0.0023533395860332,0.0046143875567077,0.0022610479706744,29.070347404912884,False,scale,0.2,10489.872,High ROAS with enough conversion volume to justify budget expansion.
38,CMP-000067,competitor_search_emea_q4_social,paid_social,15398.9,284,78100.0,5.071790842203015,54.221478873239434,0.0041455805315489,0.0073622812702527,0.0032167007387037,28.70040986752521,False,scale,0.2,18478.68,High ROAS with enough conversion volume to justify budget expansion.
39,CMP-000070,Competitor SEM EMEA 2024 Social,paid_social,26149.96,433,119075.0,4.553544250163289,60.392517321016165,0.0070399031798884,0.0112248865845755,0.004184983404687,27.69572685328536,False,scale,0.2,31379.951999999997,High ROAS with enough conversion volume to justify budget expansion.
40,CMP-000019,Regional Expansion US 2024 Social,paid_social,8568.84,168,46200.0,5.391628271738065,51.005,0.0023068411563136,0.0043551523007128,0.0020483111443992,27.678990053976005,False,scale,0.2,10282.608,High ROAS with enough conversion volume to justify budget expansion.
41,CMP-000024,Retargeting US 2025 Social,paid_social,14710.41,263,72325.0,4.916586281415678,55.933117870722434,0.003960230231192,0.0068178872326636,0.0028576570014715,27.443211436415947,False,scale,0.2,17652.492,High ROAS with enough conversion volume to justify budget expansion.
42,CMP-000008,CREATOR SPARK EMEA 2024 SOCIAL,paid_social,28646.56,464,127600.0,4.45428700688669,61.73827586206897,0.007712019782702,0.0120285158781594,0.0043164960954574,27.40156237247437,False,scale,0.2,34375.872,High ROAS with enough conversion volume to justify budget expansion.
43,CMP-000027,Enterprise ABM Global Q4 Social,paid_social,14655.6,260,71500.0,4.878681186713612,56.3676923076923,0.0039454746792413,0.0067401166558651,0.0027946419766238,27.17546744405543,False,scale,0.2,17586.719999999998,High ROAS with enough conversion volume to justify budget expansion.
44,CMP-000068,Enterprise ABM NA FY25 Social,paid_social,20274.54,340,93500.0,4.6116952591772735,59.631,0.0054581650838768,0.0088139987038237,0.0033558336199468,26.92842310876688,False,scale,0.2,24329.448,High ROAS with enough conversion volume to justify budget expansion.
45,CMP-000030,Lifecycle Winback US 2025 Social,paid_social,9566.9,175,48125.0,5.030365113046024,54.668,0.0025755316540321,0.0045366169799092,0.001961085325877,26.02903315946152,False,scale,0.2,11480.28,High ROAS with enough conversion volume to justify budget expansion.
46,CMP-000050,Product Launch Global FY25 Social,paid_social,29481.82,450,123750.0,4.197502053808075,65.51515555555555,0.0079368824413842,0.0116655865197666,0.0037287040783824,25.690183750127293,False,scale,0.2,35378.184,High ROAS with enough conversion volume to justify budget expansion.
