customer_id,purchase_count,lifetime_revenue,lifetime_margin,customer_segment
CUST-0001063397,1,2321.74,1456.04,smb_value
CUST-0001099137,1,2827.28,1942.13,smb_value
CUST-0001115584,1,1931.75,953.94,smb_value
CUST-0001122023,1,2812.91,1541.49,smb_value
CUST-0001123509,1,875.79,714.21,smb_value
CUST-0001125715,1,2635.73,1721.6,smb_value
CUST-0001138959,1,421.36,261.24,smb_value
CUST-0001163405,1,1083.01,813.99,smb_value
CUST-0001203629,1,7032.41,4806.03,smb_value
CUST-0001208175,1,760.86,584.94,smb_value
CUST-0001229971,1,21162.91,15051.61,mid_market_value
CUST-0001230294,1,1975.44,1506.08,smb_value
CUST-0001279604,1,4877.57,2360.96,smb_value
CUST-0001320387,1,1829.26,1124.81,smb_value
CUST-0001323212,1,2309.36,1319.44,smb_value
CUST-0001378439,1,1285.89,942.81,smb_value
CUST-0001480520,1,1901.21,1001.52,smb_value
CUST-0001483993,1,13563.72,10040.0,mid_market_value
CUST-0001528341,1,3928.24,3236.96,smb_value
CUST-0001550354,1,4708.13,3503.31,smb_value
CUST-0001575324,1,9645.93,6184.83,mid_market_value
CUST-0001595665,1,1942.67,932.92,smb_value
CUST-0001627542,1,7381.66,4318.58,smb_value
CUST-0001637125,1,1939.79,1519.75,smb_value
CUST-0001645787,1,1420.98,826.8,smb_value
CUST-0001648455,1,3968.03,2703.15,smb_value
CUST-0001657874,1,1781.7,1013.5,smb_value
CUST-0001678108,1,1552.78,996.56,smb_value
CUST-0001703045,1,682.67,583.11,smb_value
CUST-0001731805,1,2822.23,1494.04,smb_value
CUST-0001784045,1,1403.59,858.52,smb_value
CUST-0001821979,1,2847.16,1833.56,smb_value
CUST-0001822302,1,16543.16,11797.25,mid_market_value
CUST-0001836107,1,2546.35,1703.92,smb_value
CUST-0001848960,1,1362.23,784.98,smb_value
CUST-0001857303,1,3222.89,1980.05,smb_value
CUST-0001857697,1,4279.72,2644.7,smb_value
CUST-0001903950,1,5499.01,3953.3,smb_value
CUST-0001924201,1,1605.91,925.29,smb_value
CUST-0001942589,1,1348.37,1036.15,smb_value
CUST-0001950979,1,1982.14,1634.65,smb_value
CUST-0001962453,1,3433.45,1862.2,smb_value
CUST-0001972678,1,1415.52,1212.76,smb_value
CUST-0001993707,1,2590.96,2128.24,smb_value
CUST-0002005519,1,1792.63,880.63,smb_value
CUST-0002059090,1,1839.39,1403.95,smb_value
CUST-0002080594,1,3147.66,1675.7,smb_value
CUST-0002106716,1,3100.66,2105.75,smb_value
CUST-0002106857,1,12002.76,5946.33,mid_market_value
CUST-0002119346,1,1520.2,1247.83,smb_value
CUST-0002131331,1,1844.35,1092.52,smb_value
CUST-0002151025,1,2117.84,1567.59,smb_value
CUST-0002169188,1,5707.17,4635.88,smb_value
CUST-0002181764,1,1254.39,934.96,smb_value
CUST-0002234907,1,1861.88,1534.6,smb_value
CUST-0002273189,1,1834.74,1324.03,smb_value
CUST-0002311039,1,1445.5,963.38,smb_value
CUST-0002327100,1,1295.91,852.59,smb_value
CUST-0002376670,1,667.38,353.92,smb_value
CUST-0002474927,1,2133.1,1711.85,smb_value
CUST-0002477595,1,9588.21,6462.91,mid_market_value
CUST-0002481639,1,3543.83,2389.34,smb_value
CUST-0002492669,1,10066.02,6523.09,mid_market_value
CUST-0002540252,1,1902.37,1586.79,smb_value
CUST-0002567222,1,11678.7,6581.32,mid_market_value
CUST-0002588803,1,1381.38,668.28,smb_value
CUST-0002591176,1,2792.51,1908.45,smb_value
CUST-0002591325,1,3166.82,1557.7,smb_value
CUST-0002609037,1,3699.33,3064.47,smb_value
CUST-0002615071,1,854.33,441.45,smb_value
CUST-0002642465,1,3608.55,2470.05,smb_value
CUST-0002649980,1,3915.85,2880.63,smb_value
CUST-0002704798,1,3105.61,2176.97,smb_value
CUST-0002711059,1,4212.71,2789.19,smb_value
CUST-0002723844,1,4916.44,4094.58,smb_value
CUST-0002749310,1,2529.44,1324.51,smb_value
CUST-0002762932,1,796.78,678.46,smb_value
CUST-0002776933,1,5344.58,4092.83,smb_value
CUST-0002806927,1,2279.94,1938.28,smb_value
CUST-0002812252,1,1386.88,934.98,smb_value
CUST-0002828222,1,516.94,332.03,smb_value
CUST-0002828838,1,2351.31,1928.2,smb_value
CUST-0002856268,1,2277.29,1847.73,smb_value
CUST-0002856318,1,8367.12,6143.26,mid_market_value
CUST-0002872407,1,2997.68,1681.54,smb_value
CUST-0002909884,1,1228.49,628.86,smb_value
CUST-0002917749,1,815.63,415.3,smb_value
CUST-0002918816,1,7430.85,4709.31,smb_value
CUST-0002943794,1,1761.76,1072.88,smb_value
CUST-0002952288,1,3233.5,2146.47,smb_value
CUST-0002962478,1,6230.27,5245.36,smb_value
CUST-0002997425,1,4915.08,3276.31,smb_value
CUST-0003003636,1,1765.65,1381.16,smb_value
CUST-0003022613,1,2684.87,1303.75,smb_value
CUST-0003036748,1,2678.72,1854.62,smb_value
CUST-0003039980,1,1642.86,1350.71,smb_value
CUST-0003052086,1,1323.27,1048.4,smb_value
CUST-0003066768,1,5301.07,3611.21,smb_value
CUST-0003093986,1,609.74,452.68,smb_value
CUST-0003148780,1,8560.71,6721.44,mid_market_value
CUST-0003163612,1,3566.71,2711.73,smb_value
CUST-0003240670,1,3966.69,1998.9,smb_value
CUST-0003264513,1,5371.04,2746.55,smb_value
CUST-0003285562,1,4052.55,2093.53,smb_value
CUST-0003301348,1,4440.08,2773.01,smb_value
CUST-0003301382,1,8282.2,4677.39,mid_market_value
CUST-0003344798,1,7095.78,4268.49,smb_value
CUST-0003374698,1,4393.34,2419.05,smb_value
CUST-0003391294,1,3779.29,2945.88,smb_value
CUST-0003426183,1,6224.88,4516.95,smb_value
CUST-0003442167,1,4096.16,2949.0,smb_value
CUST-0003452525,1,2818.0,2034.94,smb_value
CUST-0003517654,1,2642.93,1351.18,smb_value
CUST-0003537015,1,6933.1,5768.17,smb_value
CUST-0003548607,1,2198.6,1181.9,smb_value
CUST-0003555097,1,3808.71,2883.45,smb_value
CUST-0003578126,1,2350.01,1694.01,smb_value
CUST-0003582372,1,2962.1,2040.65,smb_value
CUST-0003600723,1,2360.04,1618.07,smb_value
CUST-0003615433,1,11767.47,9029.68,mid_market_value
CUST-0003615829,1,2480.29,1999.69,smb_value
CUST-0003633754,1,1679.3,1071.34,smb_value
CUST-0003645674,1,3703.82,2510.3,smb_value
CUST-0003650756,1,2048.09,1617.84,smb_value
CUST-0003681599,1,890.02,724.19,smb_value
CUST-0003682759,1,4005.56,2735.41,smb_value
CUST-0003696387,1,2068.2,1357.02,smb_value
CUST-0003706932,1,1643.19,1077.43,smb_value
CUST-0003720651,1,3285.32,2301.34,smb_value
CUST-0003730376,1,1108.16,662.24,smb_value
CUST-0003748144,1,4560.15,3227.9,smb_value
CUST-0003752497,1,647.22,447.86,smb_value
CUST-0003760362,1,1886.72,1605.86,smb_value
CUST-0003774042,1,3755.66,3059.03,smb_value
CUST-0003787428,1,5394.57,3238.77,smb_value
CUST-0003788742,1,13244.67,7485.25,mid_market_value
CUST-0003823846,1,5362.8,4249.72,smb_value
CUST-0003833112,1,2361.73,1154.26,smb_value
CUST-0003838005,1,1692.05,1357.99,smb_value
CUST-0003845757,1,1047.75,663.92,smb_value
CUST-0003849486,1,2581.0,1522.28,smb_value
CUST-0003868611,1,3984.73,3053.3,smb_value
CUST-0003902699,1,2051.75,1332.66,smb_value
CUST-0003908228,1,1719.9,1038.95,smb_value
CUST-0003930856,1,2970.27,1760.81,smb_value
CUST-0003943253,1,2158.0,1280.92,smb_value
CUST-0003992241,1,1417.38,1191.96,smb_value
CUST-0004042566,1,2588.71,1908.44,smb_value
CUST-0004059216,1,4035.64,3025.28,smb_value
CUST-0004062485,1,6041.35,4048.76,smb_value
CUST-0004064746,1,4373.43,2661.32,smb_value
CUST-0004070039,1,6717.72,3232.77,smb_value
CUST-0004098179,1,2349.76,1378.86,smb_value
CUST-0004133618,1,1129.85,932.13,smb_value
CUST-0004164599,1,3744.23,2407.19,smb_value
CUST-0004187749,1,2410.43,2057.9,smb_value
CUST-0004207863,1,1395.87,801.79,smb_value
CUST-0004230579,1,2086.07,1578.66,smb_value
CUST-0004267247,1,11194.63,8518.79,mid_market_value
CUST-0004287903,1,1595.74,1264.76,smb_value
CUST-0004295785,1,2840.77,1638.62,smb_value
CUST-0004329023,1,5917.74,4961.32,smb_value
CUST-0004346624,1,3718.72,2974.57,smb_value
CUST-0004352523,1,754.03,614.3,smb_value
CUST-0004359871,1,7644.82,5567.84,smb_value
CUST-0004375054,1,2147.09,1344.65,smb_value
CUST-0004414307,1,9178.06,4691.5,mid_market_value
CUST-0004430153,1,2252.37,1520.12,smb_value
CUST-0004451385,1,3040.34,1872.26,smb_value
CUST-0004486329,1,3513.94,2657.5,smb_value
CUST-0004507536,1,5119.99,3798.54,smb_value
CUST-0004519911,1,1521.2,904.24,smb_value
CUST-0004539513,1,3187.92,1937.94,smb_value
CUST-0004550470,1,1516.32,1196.98,smb_value
CUST-0004579444,1,1882.19,934.47,smb_value
CUST-0004583710,1,8816.46,5733.05,mid_market_value
CUST-0004600162,1,2931.33,2286.52,smb_value
CUST-0004608424,1,1355.73,684.19,smb_value
CUST-0004612862,1,3111.17,1549.78,smb_value
CUST-0004613306,1,1286.82,1011.91,smb_value
CUST-0004618022,1,1610.39,958.29,smb_value
CUST-0004622233,1,5423.34,3646.26,smb_value
CUST-0004633568,1,4561.48,2504.11,smb_value
CUST-0004639505,1,2709.52,2255.7,smb_value
CUST-0004655399,1,3852.93,2647.26,smb_value
CUST-0004698688,1,1069.08,804.26,smb_value
CUST-0004712190,1,5066.54,3087.1,smb_value
CUST-0004730685,1,840.78,531.43,smb_value
CUST-0004737504,1,1547.28,971.21,smb_value
CUST-0004740764,1,2465.73,1868.68,smb_value
CUST-0004763110,1,5145.43,3570.22,smb_value
CUST-0004769993,1,1887.44,1481.76,smb_value
CUST-0004801036,1,4885.03,2931.89,smb_value
CUST-0004806184,1,4372.09,2722.28,smb_value
CUST-0004848759,1,2487.64,1810.35,smb_value
CUST-0004854424,1,3336.92,2594.44,smb_value
CUST-0004856923,1,2372.25,1301.31,smb_value
CUST-0004869095,1,1794.76,1458.63,smb_value
CUST-0004873465,1,2890.74,1542.0,smb_value
CUST-0004891053,1,1788.1,1422.4,smb_value
CUST-0004901181,1,6806.41,5121.27,smb_value
CUST-0004929375,1,4316.63,3710.64,smb_value
CUST-0004987172,1,1478.31,880.86,smb_value
CUST-0004988727,1,2877.55,2193.35,smb_value
CUST-0004998560,1,7185.69,3517.6,smb_value
CUST-0005001780,1,4265.54,3031.8,smb_value
CUST-0005005611,1,810.96,631.36,smb_value
CUST-0005007338,1,3695.38,2173.23,smb_value
CUST-0005033243,1,2181.58,1152.03,smb_value
CUST-0005040910,1,4020.88,2390.47,smb_value
CUST-0005041075,1,1951.44,997.63,smb_value
CUST-0005066417,1,4785.79,2967.33,smb_value
CUST-0005094714,1,6543.25,3561.79,smb_value
CUST-0005097368,1,6416.19,3781.87,smb_value
CUST-0005109804,1,3627.39,2117.6,smb_value
CUST-0005129984,1,1094.49,810.96,smb_value
CUST-0005153586,1,1189.17,694.08,smb_value
CUST-0005176470,1,1789.01,1524.05,smb_value
CUST-0005284129,1,1377.23,966.21,smb_value
CUST-0005308085,1,1413.35,1173.7,smb_value
CUST-0005354158,1,3093.21,1565.38,smb_value
CUST-0005361621,1,440.04,327.38,smb_value
CUST-0005392906,1,1313.07,708.2,smb_value
CUST-0005395761,1,19385.61,15113.96,mid_market_value
CUST-0005410289,1,2717.53,1837.11,smb_value
CUST-0005435823,1,1990.8,983.68,smb_value
CUST-0005483213,1,5013.59,2530.16,smb_value
CUST-0005484278,1,1871.19,1525.08,smb_value
CUST-0005511786,1,3061.51,1720.79,smb_value
CUST-0005519226,1,3854.67,3183.8,smb_value
CUST-0005529905,1,5357.97,3927.65,smb_value
CUST-0005586029,1,4345.18,3066.18,smb_value
CUST-0005594791,1,2742.83,1954.6,smb_value
CUST-0005624847,1,6106.14,3792.73,smb_value
CUST-0005636267,1,2276.18,1801.9,smb_value
CUST-0005640845,1,1848.26,1441.77,smb_value
CUST-0005705741,1,10932.22,7132.28,mid_market_value
CUST-0005747547,1,1053.71,752.25,smb_value
CUST-0005757394,1,3752.09,3053.1,smb_value
CUST-0005792736,1,3425.81,2793.29,smb_value
CUST-0005801233,1,3458.43,2900.95,smb_value
CUST-0005805231,1,1009.25,863.15,smb_value
CUST-0005807218,1,3623.31,1986.53,smb_value
CUST-0005823396,1,2928.2,1510.1,smb_value
CUST-0005856774,1,1294.47,1047.76,smb_value
CUST-0005858867,1,5643.77,4426.43,smb_value
CUST-0005891315,1,14456.74,9465.43,mid_market_value
CUST-0005907119,1,969.85,737.78,smb_value
CUST-0005917460,1,3210.95,2201.88,smb_value
CUST-0005925739,1,2839.19,1431.14,smb_value
CUST-0005927807,1,6148.47,4924.95,smb_value
CUST-0005929315,1,2713.6,2077.96,smb_value
CUST-0005949180,1,1088.79,559.09,smb_value
CUST-0006021632,1,1741.2,1388.88,smb_value
CUST-0006050401,1,4824.23,3400.77,smb_value
CUST-0006054442,1,1696.92,902.14,smb_value
CUST-0006070671,1,2644.78,1890.53,smb_value
CUST-0006079321,1,1374.59,1049.8,smb_value
CUST-0006081789,1,4069.7,3184.07,smb_value
CUST-0006120942,1,3900.16,2891.96,smb_value
CUST-0006146011,1,1854.72,1548.34,smb_value
CUST-0006163889,1,1470.55,1246.31,smb_value
CUST-0006164358,1,540.04,289.83,smb_value
CUST-0006168556,1,10949.43,5830.33,mid_market_value
CUST-0006202549,1,3692.79,2705.73,smb_value
CUST-0006207911,1,1629.97,1301.89,smb_value
CUST-0006215573,1,1006.99,564.28,smb_value
CUST-0006231030,1,2494.62,2108.52,smb_value
CUST-0006264553,1,5961.61,3140.83,smb_value
CUST-0006267586,1,1576.52,1033.3,smb_value
CUST-0006293128,1,4295.16,2743.33,smb_value
CUST-0006294981,1,1775.77,1511.85,smb_value
CUST-0006308546,1,1142.88,781.69,smb_value
CUST-0006346363,1,1243.85,940.66,smb_value
CUST-0006347114,1,2381.19,1406.22,smb_value
CUST-0006397954,1,1626.37,1104.38,smb_value
CUST-0006413268,1,4756.06,3494.0,smb_value
CUST-0006427427,1,4571.86,2322.76,smb_value
CUST-0006458348,1,3481.82,1851.96,smb_value
CUST-0006469081,1,6082.93,4695.49,smb_value
CUST-0006473351,1,831.7,443.47,smb_value
CUST-0006483634,1,1412.26,928.89,smb_value
CUST-0006506785,1,1550.99,1099.57,smb_value
CUST-0006514832,1,1690.7,1434.1,smb_value
CUST-0006525724,1,4270.15,2989.68,smb_value
CUST-0006554741,1,9671.05,8251.82,mid_market_value
CUST-0006554880,1,4840.58,3820.48,smb_value
CUST-0006579183,1,1535.14,1224.06,smb_value
CUST-0006587327,1,4049.42,3277.12,smb_value
CUST-0006597397,1,2190.45,1539.75,smb_value
CUST-0006656648,1,11608.26,9093.72,mid_market_value
CUST-0006661576,1,1343.03,833.81,smb_value
CUST-0006677760,1,5909.77,3863.95,smb_value
CUST-0006699129,1,1278.5,725.83,smb_value
CUST-0006733006,1,4657.15,3894.84,smb_value
CUST-0006762156,1,2118.52,1422.48,smb_value
CUST-0006804206,1,1454.92,1093.42,smb_value
CUST-0006813507,1,1590.43,960.15,smb_value
CUST-0006821293,1,5545.51,4001.47,smb_value
CUST-0006823788,1,2767.59,1884.55,smb_value
CUST-0006870572,1,1394.93,938.46,smb_value
CUST-0006881825,1,5574.3,3500.35,smb_value
CUST-0006886945,1,1592.49,1190.96,smb_value
CUST-0006937544,1,1917.08,1196.38,smb_value
CUST-0006944477,1,1881.76,1038.92,smb_value
CUST-0006951954,1,4068.63,2463.75,smb_value
CUST-0006958583,1,1540.27,912.47,smb_value
CUST-0006959955,1,3529.16,2271.11,smb_value
CUST-0006961313,1,3373.09,2512.36,smb_value
CUST-0006982039,1,4192.26,3250.35,smb_value
CUST-0007024600,1,10075.39,8639.09,mid_market_value
CUST-0007026252,1,3679.03,2378.21,smb_value
CUST-0007036038,1,1765.5,1138.71,smb_value
CUST-0007054126,1,1250.35,991.89,smb_value
CUST-0007057631,1,4560.35,2411.54,smb_value
CUST-0007063701,1,499.76,267.95,smb_value
CUST-0007080333,1,1891.78,1556.0,smb_value
CUST-0007084365,1,1917.36,1197.59,smb_value
CUST-0007097202,1,3389.23,1770.84,smb_value
CUST-0007118417,1,4584.94,2894.69,smb_value
CUST-0007127564,1,4827.45,2393.0,smb_value
CUST-0007131813,1,3401.58,1966.67,smb_value
CUST-0007156904,1,4800.88,2555.69,smb_value
CUST-0007157312,1,2171.47,1832.69,smb_value
CUST-0007164636,1,3910.13,1917.52,smb_value
CUST-0007184218,1,938.77,594.11,smb_value
CUST-0007206782,1,3588.1,2198.89,smb_value
CUST-0007209896,1,6411.55,4542.44,smb_value
CUST-0007247763,1,2297.26,1320.9,smb_value
CUST-0007254418,1,1705.66,866.67,smb_value
CUST-0007284103,1,7324.25,5682.05,smb_value
CUST-0007290940,1,2707.59,2104.7,smb_value
CUST-0007330550,1,978.82,642.04,smb_value
CUST-0007342303,1,1935.08,1522.66,smb_value
CUST-0007343218,1,1050.44,768.28,smb_value
CUST-0007377834,1,2910.63,1548.94,smb_value
CUST-0007383214,1,4319.11,2309.58,smb_value
CUST-0007405883,1,2413.92,1996.2,smb_value
CUST-0007414353,1,3049.32,2144.94,smb_value
CUST-0007428611,1,2145.89,1649.02,smb_value
CUST-0007429652,1,4017.29,3267.94,smb_value
CUST-0007438822,1,2017.79,1456.64,smb_value
CUST-0007441690,1,5655.07,3107.07,smb_value
CUST-0007452023,1,2148.21,1261.81,smb_value
CUST-0007454002,1,4136.73,2632.52,smb_value
CUST-0007497257,1,2532.66,1258.43,smb_value
CUST-0007499454,1,6618.66,3205.8,smb_value
CUST-0007504465,1,14240.65,9034.22,mid_market_value
CUST-0007612654,1,2625.57,1750.44,smb_value
CUST-0007630267,1,1924.99,1240.92,smb_value
CUST-0007633901,1,5454.89,2764.1,smb_value
CUST-0007642824,1,2662.43,1750.04,smb_value
CUST-0007658814,1,1900.24,1624.62,smb_value
CUST-0007706563,1,1845.8,1418.71,smb_value
CUST-0007718516,1,3395.55,1661.63,smb_value
CUST-0007721846,1,4220.34,2498.67,smb_value
CUST-0007723608,1,1584.54,955.45,smb_value
CUST-0007726834,1,3312.35,2674.09,smb_value
CUST-0007741566,1,2684.57,1560.22,smb_value
CUST-0007784911,1,3425.37,2745.99,smb_value
CUST-0007811697,1,5503.54,3042.03,smb_value
CUST-0007817949,1,2622.45,1518.94,smb_value
CUST-0007861262,1,4101.63,2311.88,smb_value
CUST-0007876620,1,2301.72,1173.89,smb_value
CUST-0008004116,1,1889.79,1224.58,smb_value
CUST-0008040797,1,1535.73,1098.84,smb_value
CUST-0008062767,1,1466.92,774.66,smb_value
CUST-0008088367,1,1051.27,588.78,smb_value
CUST-0008120849,1,1505.43,1042.58,smb_value
CUST-0008122834,1,838.34,685.8,smb_value
CUST-0008179599,1,4599.22,2478.42,smb_value
CUST-0008212405,1,3357.36,2001.54,smb_value
CUST-0008245279,1,4321.95,2293.02,smb_value
CUST-0008311147,1,8076.77,5023.31,mid_market_value
CUST-0008317978,1,7208.62,3771.72,smb_value
CUST-0008334435,1,1517.82,1279.36,smb_value
CUST-0008370679,1,5663.0,3417.3,smb_value
CUST-0008390360,1,2095.42,1085.67,smb_value
CUST-0008399982,1,2158.57,1514.57,smb_value
CUST-0008412373,1,722.57,369.72,smb_value
CUST-0008519673,1,3210.44,2436.49,smb_value
CUST-0008568360,1,3374.28,2270.43,smb_value
CUST-0008569378,1,4430.67,3194.66,smb_value
CUST-0008580732,1,3365.62,2480.83,smb_value
CUST-0008638590,1,3557.06,2779.17,smb_value
CUST-0008647352,1,4018.11,3147.74,smb_value
CUST-0008711625,1,1834.71,1367.49,smb_value
CUST-0008714575,1,3747.92,2832.19,smb_value
CUST-0008719217,1,9677.99,6365.4,mid_market_value
CUST-0008771434,1,2182.71,1614.49,smb_value
CUST-0008795510,1,1420.27,707.36,smb_value
CUST-0008811977,1,4258.08,2611.33,smb_value
CUST-0008815614,1,1610.5,1126.44,smb_value
CUST-0008863446,1,3397.49,2616.75,smb_value
CUST-0008892827,1,3437.49,2557.96,smb_value
CUST-0008927279,1,6677.89,3741.61,smb_value
CUST-0008942987,1,2531.33,1806.73,smb_value
CUST-0008946921,1,1803.88,1517.65,smb_value
CUST-0008949370,1,2278.26,1916.89,smb_value
CUST-0009009535,1,4633.83,2967.02,smb_value
CUST-0009027774,1,3088.95,2279.94,smb_value
CUST-0009032923,1,3212.53,2402.91,smb_value
CUST-0009033399,1,5729.71,3565.88,smb_value
CUST-0009092256,1,5466.42,3424.08,smb_value
CUST-0009107389,1,3527.49,2931.99,smb_value
CUST-0009117669,1,1376.62,871.09,smb_value
CUST-0009118834,1,2240.12,1150.04,smb_value
CUST-0009145909,1,1892.14,1448.17,smb_value
CUST-0009153275,1,3198.1,1775.68,smb_value
CUST-0009184594,1,2860.91,1701.4,smb_value
CUST-0009188928,1,1882.86,1083.38,smb_value
CUST-0009205440,1,4737.81,2553.72,smb_value
CUST-0009224327,1,3544.21,2141.08,smb_value
CUST-0009261502,1,859.66,500.8,smb_value
CUST-0009293962,1,1777.77,1023.07,smb_value
CUST-0009304381,1,4423.61,2425.04,smb_value
CUST-0009343628,1,2888.66,2191.57,smb_value
CUST-0009350188,1,1616.13,1009.12,smb_value
CUST-0009363879,1,1669.74,876.43,smb_value
CUST-0009421656,1,5617.2,4358.61,smb_value
CUST-0009459190,1,986.46,510.72,smb_value
CUST-0009529219,1,2820.79,2337.83,smb_value
CUST-0009555057,1,2965.31,1764.38,smb_value
CUST-0009592659,1,1963.49,1262.42,smb_value
CUST-0009621964,1,9067.48,7325.88,mid_market_value
CUST-0009624364,1,4837.0,3961.4,smb_value
CUST-0009631598,1,6696.54,5725.25,smb_value
CUST-0009668095,1,8409.8,5227.59,mid_market_value
CUST-0009687976,1,2864.96,1688.09,smb_value
CUST-0009688184,1,6621.55,3974.4,smb_value
CUST-0009746423,1,11231.49,6386.53,mid_market_value
CUST-0009749167,1,9843.12,4902.56,mid_market_value
CUST-0009814714,1,3686.28,2485.82,smb_value
CUST-0009842878,1,909.84,691.99,smb_value
CUST-0009849591,1,3647.31,2491.0,smb_value
CUST-0009856221,1,2277.65,1820.38,smb_value
CUST-0009866333,1,5724.6,3889.06,smb_value
CUST-0009885345,1,2806.03,1370.35,smb_value
CUST-0009893939,1,3695.86,3038.57,smb_value
CUST-0009931626,1,8051.84,4741.94,mid_market_value
CUST-0009935163,1,2539.01,1741.13,smb_value
CUST-0009966480,1,2443.43,1579.38,smb_value
CUST-0009979618,1,2844.23,1874.33,smb_value
CUST-0009981971,1,6166.04,4099.8,smb_value
CUST-0009996089,1,1252.97,959.59,smb_value
CUST-0010025504,1,1445.94,1106.8,smb_value
CUST-0010094870,1,1767.54,893.98,smb_value
CUST-0010097050,1,3991.43,2924.59,smb_value
CUST-0010104933,1,3228.02,2683.27,smb_value
CUST-0010121641,1,1435.78,876.46,smb_value
CUST-0010161552,1,2609.29,1357.2,smb_value
CUST-0010172689,1,6866.44,3784.57,smb_value
CUST-0010173277,1,3313.28,1840.39,smb_value
CUST-0010196813,1,1217.76,1031.26,smb_value
CUST-0010243592,1,2155.16,1448.91,smb_value
CUST-0010266136,1,982.28,525.11,smb_value
CUST-0010320548,1,2599.82,1845.19,smb_value
CUST-0010340493,1,3943.02,2223.6,smb_value
CUST-0010364115,1,3101.64,1666.38,smb_value
CUST-0010383552,1,4587.71,2721.48,smb_value
CUST-0010399526,1,1015.32,518.58,smb_value
CUST-0010434873,1,3321.55,1626.02,smb_value
CUST-0010454452,1,1396.49,1136.91,smb_value
CUST-0010467753,1,4069.68,2874.1,smb_value
CUST-0010469366,1,5672.08,4856.33,smb_value
CUST-0010485462,1,2119.22,1357.97,smb_value
CUST-0010486461,1,1410.54,700.18,smb_value
CUST-0010505583,1,1722.4,1221.3,smb_value
CUST-0010539510,1,2928.29,1914.54,smb_value
CUST-0010549079,1,6895.39,5133.85,smb_value
CUST-0010561391,1,1452.33,957.55,smb_value
CUST-0010568114,1,1441.87,883.8,smb_value
CUST-0010592085,1,2207.99,1101.55,smb_value
CUST-0010595560,1,4550.23,3045.32,smb_value
CUST-0010599960,1,1545.17,1258.47,smb_value
CUST-0010631075,1,1380.36,1074.84,smb_value
CUST-0010668932,1,4717.23,3262.0,smb_value
CUST-0010677691,1,8484.91,5518.39,mid_market_value
CUST-0010701142,1,5477.47,4439.82,smb_value
