campaign_id,campaign_name,normalized_channel,spend,impressions,clicks,conversions,attributed_revenue,attributed_roas,waste_budget_flag
CMP-000056,enterprise_abm_us_2024_social,paid_social,16782.72,228988,8328,174,47850.0,2.851146893948061,False
CMP-000061,Cart Recovery Global Q4 Social,paid_social,16721.23,74222,5666,206,56650.0,3.3879086646137875,False
CMP-000021,competitor_search_emea_q4_social,paid_social,16609.08,140668,6843,95,26125.0,1.5729348043359415,False
CMP-000036,Creator Spark APAC FY25 Social,paid_social,16434.05,114095,9017,54,14850.0,0.9036117086171699,True
CMP-000008,brand_search_apac_fy25_social,paid_social,16170.73,152584,6001,258,70950.0,4.387557024327288,False
CMP-000008,Brand Search EMEA Q4 Social,paid_social,15880.27,81937,5242,145,39875.0,2.5109774581918316,False
CMP-000058,enterprise_abm_apac_q4_social,paid_social,15736.14,173282,6493,15,4125.0,0.2621354410929237,True
CMP-000034,retargeting_na_2024_social,paid_social,15668.84,168190,12436,409,112475.0,7.178259526550785,False
CMP-000038,competitor_search_emea_q4,paid_search,15527.11,42346,1940,197,54175.0,3.489058813906773,False
CMP-000067,competitor_search_emea_q4_social,paid_social,15398.9,95827,7295,284,78100.0,5.071790842203015,False
CMP-000005,Lifecycle Winback Global 2024 Social,paid_social,15290.88,115384,7629,315,86625.0,5.665141574585635,False
CMP-000062,Cart Recovery APAC 2024 Social,paid_social,15274.8,88055,9157,15,4125.0,0.27005263571372456,True
CMP-000061,Competitor Search Global FY25 Social,paid_social,15215.66,73168,6250,22,6050.0,0.3976166659875418,True
CMP-000035,LIFECYCLE WINBACK APAC 2024 SOCIAL,paid_social,15134.75,134540,9636,169,46475.0,3.070747782421249,False
CMP-000008,Product Launch EMEA FY25 Social,paid_social,15129.43,68710,4916,240,66000.0,4.362358661231784,False
CMP-000029,Lifecycle Winback US Q4 Social,paid_social,15076.39,125580,5637,330,90750.0,6.019345479919265,False
CMP-000071,cart_recovery_global_fy25_social,paid_social,14972.94,71070,5625,38,10450.0,0.6979257246739785,True
CMP-000032,Regional Expansion Global FY25 Social,paid_social,14971.52,60527,6092,47,12925.0,0.8633057966058222,True
CMP-000072,Creator Spark NA 2024 Social,paid_social,14965.65,74326,5349,55,15125.0,1.0106477166043573,False
CMP-000018,CREATOR SPARK NA Q4 SOCIAL,paid_social,14953.56,139260,5807,50,13750.0,0.9195134804019912,True
CMP-000080,Holiday Promo APAC 2025 Social,paid_social,14860.07,108010,13276,584,160600.0,10.807486102017016,False
CMP-000068,Brand SEM APAC Q4 Social,paid_social,14790.89,122057,12285,150,41250.0,2.7888788301447716,False
CMP-000014,lifecycle_winback_emea_2025_social,paid_social,14711.18,65443,4201,234,64350.0,4.374224229463578,False
CMP-000024,Retargeting US 2025 Social,paid_social,14710.41,248363,6264,263,72325.0,4.916586281415678,False
CMP-000027,Enterprise ABM Global Q4 Social,paid_social,14655.599999999999,141565,9578,260,71500.0,4.878681186713612,False
CMP-000005,RETARGETING APAC 2025 SOCIAL,paid_social,14646.83,231865,6855,53,14575.0,0.9950958671603344,True
CMP-000074,Cart Recovery Global 2025 Social,paid_social,14602.42,145122,3584,60,16500.0,1.1299496932700197,False
CMP-000055,Regional Expansion APAC Q4 Social,paid_social,14186.67,48831,3802,78,21450.0,1.5119827274476674,False
CMP-000020,LIFECYCLE WINBACK APAC Q4 SOCIAL,paid_social,14008.52,55680,5046,114,31350.0,2.2379237778152152,False
CMP-000044,brand_search_us_fy25_social,paid_social,13998.94,144194,7716,292,80300.0,5.736148594107839,False
CMP-000023,Lifecycle Winback EMEA 2024 Social,paid_social,13964.1,81531,3093,121,33275.0,2.382896140818241,False
CMP-000063,Holiday Promo NA 2024 Social,paid_social,13892.36,116523,3724,51,14025.0,1.0095476938403554,False
CMP-000053,Holiday Promo Global Q4 Social,paid_social,13817.279999999999,169818,3849,106,29150.0,2.1096771578776723,False
CMP-000031,Brand Search US 2024 Social,paid_social,13795.14,115407,3835,102,28050.0,2.0333247795962928,False
CMP-000040,competitor_search_global_q4_social,paid_social,13785.34,96654,4922,37,10175.0,0.7381029412404772,True
CMP-000036,Enterprise ABM EMEA 2024 Social,paid_social,13767.42,142793,5654,219,60225.0,4.374457959443381,False
CMP-000040,Retargeting APAC 2024 Social,paid_social,13677.91,97388,12440,71,19525.0,1.4274841697306095,False
CMP-000055,Lifecycle Winback NA 2025 Social,paid_social,13662.49,86148,3531,114,31350.0,2.2946036922991344,False
CMP-000045,product_launch_global_2025_social,paid_social,13602.65,77793,3672,227,62425.0,4.589179314324783,False
CMP-000022,Holiday Promo APAC 2025 Social,paid_social,13537.02,135555,5186,208,57200.0,4.225449914382929,False
CMP-000015,Brand SEM NA 2024 Social,paid_social,13502.77,65168,4456,476,130900.0,9.694307168084771,False
CMP-000063,Regional Expansion Global FY25 Social,paid_social,13302.17,106058,3384,89,24475.0,1.8399253655606567,False
CMP-000083,Brand Search APAC 2025 Social,paid_social,13266.38,59037,3911,53,14575.0,1.0986418299490894,False
CMP-000065,Creator Spark Global Q4 Social,paid_social,13256.46,133353,2013,54,14850.0,1.120208562466903,False
CMP-000071,brand_search_us_fy25_social,paid_social,13152.25,174112,4044,277,76175.0,5.791784675625843,False
CMP-000023,lifecycle_winback_emea_2024_social,paid_social,13007.61,114023,7208,127,34925.0,2.684966723325807,False
CMP-000021,Enterprise ABM EMEA 2025 Social,paid_social,12890.21,77024,77034,65,17875.0,1.3867113103665496,False
CMP-000027,Brand SEM Global 2025 Social,paid_social,12824.32,83848,7719,78,21450.0,1.6726033037229264,False
CMP-000033,Brand Search NA 2025 Social,paid_social,12786.99,162660,9227,387,106425.0,8.322912585369973,False
CMP-000010,product_launch_apac_2024,paid_search,12719.37,13720,2259,61,16775.0,1.3188546288063008,False
CMP-000078,Regional Expansion APAC Q4 Social,paid_social,12657.78,140333,6805,273,75075.0,5.9311348435507645,False
CMP-000073,Brand SEM US 2024 Social,paid_social,12601.5,39474,3754,54,14850.0,1.1784311391501012,False
CMP-000045,Retargeting EMEA Q4 Social,paid_social,12591.6,90205,4303,23,6325.0,0.5023190063216747,True
CMP-000074,Product Launch NA FY25 Social,paid_social,12486.3,128110,4532,104,28600.0,2.29051039939774,False
CMP-000040,COMPETITOR SEARCH APAC 2025 SOCIAL,paid_social,12447.42,109625,2443,9,2475.0,0.19883638537142637,True
CMP-000049,Lifecycle Winback APAC FY25 Social,paid_social,12384.92,196571,196581,168,46200.0,3.7303430300720555,False
CMP-000027,LIFECYCLE WINBACK US 2025 SOCIAL,paid_social,12189.36,73105,3560,2,550.0,0.04512131892076368,True
CMP-000003,Lifecycle Winback Global FY25 Social,paid_social,12063.38,63241,4251,48,13200.0,1.0942206910501038,False
CMP-000067,Enterprise ABM NA 2025 Social,paid_social,12005.67,108443,4761,94,25850.0,2.153149303620706,False
CMP-000064,Regional Expansion APAC Q4 Social,paid_social,11985.17,105204,6508,53,14575.0,1.2160862132118275,False
CMP-000050,Retargeting NA 2025 Social,paid_social,11949.66,82237,5163,96,26400.0,2.209267878751362,False
CMP-000012,brand_search_global_fy25_social,paid_social,11860.27,152955,12794,100,27500.0,2.3186655953026363,False
CMP-000037,Holiday Promo Global 2024 Social,paid_social,11850.199999999999,90300,3878,8,2200.0,0.1856508750907158,True
CMP-000042,Brand SEM NA FY25 Social,paid_social,11803.35,115384,6438,56,15400.0,1.3047143395730874,False
CMP-000003,CART RECOVERY NA 2025 SOCIAL,paid_social,11790.8,60459,3860,12,3300.0,0.27987922787257863,True
CMP-000083,competitor_search_apac_2024_social,paid_social,11716.52,140620,4552,58,15950.0,1.3613257178752736,False
CMP-000075,Competitor Search NA 2024 Social,paid_social,11663.43,125183,7972,248,68200.0,5.847336503927232,False
CMP-000020,Creator Spark US 2025 Social,paid_social,11541.1,90978,7544,190,52250.0,4.527298091169819,False
CMP-000048,Retargeting US FY25 Social,paid_social,11523.73,145811,5564,22,6050.0,0.5250036229588857,True
CMP-000002,Product Launch US Q4 Social,paid_social,11388.06,94544,6735,137,37675.0,3.308289559415739,False
CMP-000059,Retargeting APAC FY25 Social,paid_social,11341.0,145428,4064,3,825.0,0.07274490785645005,True
CMP-000023,regional_expansion_global_q4_social,paid_social,11336.2,120592,5658,33,9075.0,0.8005328064077909,True
CMP-000007,Brand Search NA 2025 Social,paid_social,11289.13,141624,141634,238,65450.0,5.797612393514824,False
CMP-000037,Regional Expansion APAC 2025 Social,paid_social,11163.71,95694,4753,151,41525.0,3.719641588683332,False
CMP-000026,Brand SEM Global 2024 Social,paid_social,11161.2,119331,2595,60,16500.0,1.4783356628319535,False
CMP-000001,Creator Spark Global Q4 Social,paid_social,11152.52,168811,7672,550,151250.0,13.561957297543515,False
CMP-000008,product_launch_apac_fy25_social,paid_social,11142.55,151229,3113,161,44275.0,3.973506962050877,False
CMP-000038,Retargeting APAC 2024 Social,paid_social,11052.93,28953,3162,110,30250.0,2.73683086747134,False
CMP-000020,LIFECYCLE WINBACK US 2025 SOCIAL,paid_social,11033.08,111639,5152,78,21450.0,1.9441534005010388,False
CMP-000081,Lifecycle Winback NA 2024 Social,paid_social,11028.6,120357,6066,78,21450.0,1.9449431478156791,False
CMP-000069,Lifecycle Winback US FY25 Social,paid_social,11019.37,52817,2919,54,14850.0,1.3476269514500374,False
CMP-000013,product_launch_apac_2024_social,paid_social,10987.31,139025,3172,163,44825.0,4.07970649776879,False
CMP-000009,Regional Expansion US FY25 Social,paid_social,10980.91,79192,4278,114,31350.0,2.8549546440140205,False
CMP-000042,Creator Spark EMEA FY25 Social,paid_social,10943.78,115044,8429,671,184525.0,16.86117593738178,False
CMP-000018,Creator Spark US 2024 Social,paid_social,10743.779999999999,197364,4908,68,18700.0,1.7405419693999693,False
CMP-000047,Competitor SEM US FY25 Social,paid_social,10701.74,80911,2787,24,6600.0,0.6167221405117299,True
CMP-000048,competitor_search_emea_fy25_social,paid_social,10658.93,65876,2736,15,4125.0,0.3869994455353398,True
CMP-000064,Regional Expansion EMEA 2025 Social,paid_social,10624.24,200732,3107,79,21725.0,2.0448521494243352,False
CMP-000037,RETARGETING US 2025 SOCIAL,paid_social,10565.81,150174,6533,126,34650.0,3.279445683766791,False
CMP-000007,CREATOR SPARK EMEA Q4 SOCIAL,paid_social,10552.34,47068,3237,56,15400.0,1.4593919452936506,False
CMP-000061,Holiday Promotion NA 2025 Social,paid_social,10513.99,67071,4961,42,11550.0,1.0985363311169214,False
CMP-000039,Retargeting APAC 2025 Social,paid_social,10486.57,84538,3738,37,10175.0,0.9702886644536775,True
CMP-000079,RETARGETING NA 2025 SOCIAL,paid_social,10485.1,139441,5462,12,3300.0,0.31473233445556076,True
CMP-000018,Competitor Search Global FY25 Social,paid_social,10461.99,66075,3136,4,1100.0,0.10514252068679095,True
CMP-000075,Competitor Search EMEA 2025 Social,paid_social,10444.31,85495,5804,19,5225.0,0.5002723971234098,True
CMP-000011,ENTERPRISE ABM APAC FY25 SOCIAL,paid_social,10428.43,57423,2648,29,7975.0,0.7647363984799246,True
CMP-000036,Holiday Promo NA 2024 Social,paid_social,10408.92,129800,4329,89,24475.0,2.3513486509647494,False
CMP-000062,Cart Recovery Global 2025 Social,paid_social,10356.31,103097,8063,367,100925.0,9.745266412457719,False
CMP-000035,product_launch_global_2025_social,paid_social,10321.85,131562,3810,19,5225.0,0.5062077050141205,True
CMP-000070,LIFECYCLE WINBACK EMEA 2025 SOCIAL,paid_social,10320.81,114864,1784,92,25300.0,2.4513579844992788,False
CMP-000040,brand_search_emea_2024,paid_search,10314.15,17302,1964,25,6875.0,0.6665600170639364,True
CMP-000018,Cart Recovery US 2024,paid_search,10234.85,16983,1010,75,20625.0,2.015173646902495,False
CMP-000035,Holiday Promo Global FY25,paid_search,10199.28,11888,1553,50,13750.0,1.3481343781129647,False
CMP-000057,cart_recovery_us_2025_social,paid_social,10193.28,90154,8013,382,105050.0,10.305809317511144,False
CMP-000049,competitor_search_global_2024_social,paid_social,10162.89,35538,2432,46,12650.0,1.2447246796924891,False
CMP-000029,RETARGETING NA FY25 SOCIAL,paid_social,10154.88,117181,7108,49,13475.0,1.3269482258776077,False
CMP-000051,holiday_promo_us_fy25_social,paid_social,10148.62,122594,4030,85,23375.0,2.3032688188147747,False
CMP-000073,Regional Expansion Global FY25 Social,paid_social,10093.61,102369,6157,227,62425.0,6.184605904131425,False
CMP-000004,CREATOR SPARK APAC 2024 SOCIAL,paid_social,10069.85,84485,2190,21,5775.0,0.5734941434082931,True
CMP-000030,Lifecycle Winback APAC 2024 Social,paid_social,10052.13,194775,6335,369,101475.0,10.094875414464397,False
CMP-000074,REGIONAL EXPANSION EMEA Q4 SOCIAL,paid_social,10036.83,84526,6320,5,1375.0,0.13699544577321723,True
CMP-000030,competitor_search_global_fy25_social,paid_social,10024.36,89910,4120,328,90200.0,8.998080675474544,False
CMP-000048,Creator Spark NA 2025 Social,paid_social,9991.8,46560,3541,52,14300.0,1.4311735623211035,False
CMP-000020,COMPETITOR SEARCH NA Q4 SOCIAL,paid_social,9965.93,146515,7471,56,15400.0,1.5452647168904456,False
CMP-000045,Cart Recovery US 2024 Social,paid_social,9908.29,98766,1939,91,25025.0,2.5256628540343486,False
CMP-000005,Competitor Search APAC 2024 Social,paid_social,9899.94,80167,6199,164,45100.0,4.555583165150495,False
CMP-000057,product_launch_apac_fy25_social,paid_social,9879.08,86109,2130,33,9075.0,0.9186078055851354,True
CMP-000024,Product Launch Global 2025 Social,paid_social,9863.71,75246,1973,23,6325.0,0.6412394524980967,True
CMP-000012,Product Launch NA Q4 Social,paid_social,9857.47,104139,5165,13,3575.0,0.3626691230102653,True
CMP-000065,Holiday Promotion EMEA 2024,paid_search,9819.94,16695,1615,8,2200.0,0.22403395540094947,True
CMP-000064,Cart Recovery APAC Q4 Social,paid_social,9786.33,54637,2924,32,8800.0,0.8992134947421556,True
CMP-000039,lifecycle_winback_emea_2025_social,paid_social,9767.99,108771,5997,130,35750.0,3.659913656750263,False
CMP-000047,Cart Recovery EMEA 2024 Social,paid_social,9764.49,80274,4038,174,47850.0,4.900409545198982,False
CMP-000071,Lifecycle Winback APAC Q4 Social,paid_social,9761.93,146785,9308,70,19250.0,1.9719461213100278,False
CMP-000033,CART RECOVERY GLOBAL Q4 SOCIAL,paid_social,9713.66,149257,3690,33,9075.0,0.9342513532489298,True
CMP-000062,Regional Expansion EMEA FY25 Social,paid_social,9682.84,69230,4445,27,7425.0,0.7668204782894275,True
CMP-000041,Creator Spark APAC FY25 Social,paid_social,9644.88,97174,3125,304,83600.0,8.667811315433681,False
CMP-000047,Brand Search EMEA 2024 Social,paid_social,9601.07,180575,9904,170,46750.0,4.869248948294305,False
CMP-000025,Product Launch EMEA 2024 Social,paid_social,9592.39,153989,4164,63,17325.0,1.8061192257612546,False
CMP-000056,ENTERPRISE ABM NA 2024 SOCIAL,paid_social,9569.21,81326,2451,17,4675.0,0.4885460764263717,True
CMP-000030,Lifecycle Winback US 2025 Social,paid_social,9566.9,50517,4508,175,48125.0,5.030365113046024,False
CMP-000064,Retargeting NA 2024 Social,paid_social,9528.85,81547,3976,36,9900.0,1.038950135640712,False
CMP-000059,Retargeting US 2025 Social,paid_social,9519.86,54645,2026,97,26675.0,2.802037004745868,False
CMP-000076,Brand Search Global 2024,paid_search,9512.26,33436,3166,330,90750.0,9.540319545512844,False
CMP-000066,Product Launch EMEA 2024 Social,paid_social,9465.84,143820,4543,138,37950.0,4.009152911944423,False
CMP-000017,Lifecycle Winback NA FY25 Social,paid_social,9450.78,114050,3546,44,12100.0,1.2803176034147445,False
CMP-000001,HOLIDAY PROMO EMEA 2024,paid_search,9411.76,16762,1526,65,17875.0,1.8992196996098498,False
CMP-000070,Enterprise ABM APAC FY25,paid_search,9354.96,16650,1400,103,28325.0,3.027805570520879,False
CMP-000023,Lifecycle Winback US 2024 Social,paid_social,9339.97,96543,3203,42,11550.0,1.2366206743704744,False
CMP-000019,lifecycle_winback_global_2025_social,paid_social,9323.35,74012,4544,95,26125.0,2.802104393806947,False
CMP-000018,Lifecycle Winback Global 2024,paid_search,9260.24,14947,2218,38,10450.0,1.1284804713484748,False
CMP-000081,creator_spark_apac_fy25_social,paid_social,9203.36,148340,5097,239,65725.0,7.141413570695919,False
CMP-000003,cart_recovery_emea_fy25_social,paid_social,9189.66,116981,5307,56,15400.0,1.6757964930149756,False
CMP-000072,CART RECOVERY NA Q4 SOCIAL,paid_social,9170.75,95394,3392,163,44825.0,4.887822697162173,False
CMP-000040,Enterprise ABM US 2025,paid_search,9150.68,15151,2291,95,26125.0,2.8549790835216617,False
CMP-000037,Brand Search EMEA FY25 Social,paid_social,9150.67,97461,5615,422,116050.0,12.682131472340277,False
CMP-000075,Creator Spark Global 2024 Social,paid_social,9124.09,105793,2332,43,11825.0,1.2960196578508103,False
CMP-000024,Product Launch US Q4 Social,paid_social,9120.37,59514,4878,80,22000.0,2.4121828390734144,False
CMP-000058,Product Launch EMEA Q4 Social,paid_social,9117.74,50668,3666,6,1650.0,0.18096589725085382,True
CMP-000007,LIFECYCLE WINBACK US Q4 SOCIAL,paid_social,9050.94,129262,4176,110,30250.0,3.3421942914216642,False
CMP-000063,Brand Search EMEA 2025 Social,paid_social,9006.98,59438,3464,44,12100.0,1.3434025611248166,False
CMP-000019,CART RECOVERY APAC 2024 SOCIAL,paid_social,8976.91,81112,2305,157,43175.0,4.809561419241142,False
CMP-000045,Regional Expansion US 2025 Social,paid_social,8951.51,229300,11376,352,96800.0,10.813818003889846,False
CMP-000048,Brand SEM EMEA 2025 Social,paid_social,8949.99,129276,7548,40,11000.0,1.2290516525716788,False
CMP-000028,Regional Expansion Global 2025,paid_search,8879.9,16849,2965,24,6600.0,0.7432516131938423,True
CMP-000030,creator_spark_global_q4_social,paid_social,8843.11,106656,7335,269,73975.0,8.365269684534061,False
CMP-000023,Creator Spark NA 2024 Social,paid_social,8819.36,104229,3270,66,18150.0,2.057972460586709,False
CMP-000066,Lifecycle Winback Global 2024,paid_search,8770.25,17979,2787,131,36025.0,4.107636612411277,False
CMP-000039,Retargeting US FY25 Social,paid_social,8741.56,65854,3192,178,48950.0,5.599687012386806,False
CMP-000019,Creator Spark EMEA 2024 Social,paid_social,8730.79,146051,5287,96,26400.0,3.0237813531192477,False
CMP-000056,Creator Spark Global FY25 Social,paid_social,8711.74,101161,6334,59,16225.0,1.8624293195159636,False
CMP-000016,Retargeting EMEA 2024 Social,paid_social,8670.17,91981,2339,133,36575.0,4.218487065420862,False
CMP-000067,Regional Expansion APAC FY25 Social,paid_social,8651.7,147416,3310,18,4950.0,0.5721418911890148,True
CMP-000009,ENTERPRISE ABM EMEA FY25 SOCIAL,paid_social,8644.48,88890,2739,113,31075.0,3.5947795587473164,False
CMP-000074,enterprise_abm_us_q4_social,paid_social,8644.32,132995,4836,142,39050.0,4.517417217317267,False
CMP-000016,RETARGETING GLOBAL 2024 SOCIAL,paid_social,8606.6,192188,7017,101,27775.0,3.227174493992982,False
CMP-000059,Regional Expansion US FY25,paid_search,8570.87,15204,1866,30,8250.0,0.9625627270043764,True
CMP-000019,Regional Expansion US 2024 Social,paid_social,8568.84,76617,5857,168,46200.0,5.391628271738065,False
CMP-000051,Cart Recovery Global FY25 Social,paid_social,8560.6,197686,3506,629,172975.0,20.205943508632572,False
CMP-000045,CART RECOVERY US FY25 SOCIAL,paid_social,8541.86,138165,2927,50,13750.0,1.609719662930556,False
CMP-000057,Brand Search US FY25 Social,paid_social,8538.08,132875,10459,207,56925.0,6.667189813166426,False
CMP-000052,LIFECYCLE WINBACK NA 2024 SOCIAL,paid_social,8530.73,194169,2723,73,20075.0,2.35325698973007,False
CMP-000001,Retargeting NA 2024 Social,paid_social,8510.17,173191,2800,122,33550.0,3.942341927364553,False
CMP-000032,Enterprise ABM Global 2025 Social,paid_social,8508.79,45614,3222,53,14575.0,1.71293450655146,False
CMP-000002,BRAND SEARCH NA FY25 SOCIAL,paid_social,8489.73,106453,5706,432,118800.0,13.993377881275377,False
CMP-000044,brand_search_global_fy25_social,paid_social,8480.06,56741,4244,71,19525.0,2.3024601241028955,False
CMP-000034,Competitor Search US 2024 Social,paid_social,8460.25,44534,2140,20,5500.0,0.6500989923465619,True
