customer_key,customer_id,lead_id,customer_segment,is_current
CUST-0007063701,CUST-0007063701,,smb_value,True
CUST-0007080333,CUST-0007080333,,smb_value,True
CUST-0007084365,CUST-0007084365,,smb_value,True
CUST-0007097202,CUST-0007097202,,smb_value,True
CUST-0007118417,CUST-0007118417,,smb_value,True
CUST-0007127564,CUST-0007127564,,smb_value,True
CUST-0007131813,CUST-0007131813,,smb_value,True
CUST-0007156904,CUST-0007156904,,smb_value,True
CUST-0007157312,CUST-0007157312,,smb_value,True
CUST-0007164636,CUST-0007164636,,smb_value,True
CUST-0007184218,CUST-0007184218,,smb_value,True
CUST-0007206782,CUST-0007206782,,smb_value,True
CUST-0007209896,CUST-0007209896,,smb_value,True
CUST-0007247763,CUST-0007247763,,smb_value,True
CUST-0007254418,CUST-0007254418,,smb_value,True
CUST-0007284103,CUST-0007284103,,smb_value,True
CUST-0007290940,CUST-0007290940,,smb_value,True
CUST-0007330550,CUST-0007330550,,smb_value,True
CUST-0007342303,CUST-0007342303,,smb_value,True
CUST-0007343218,CUST-0007343218,,smb_value,True
CUST-0007377834,CUST-0007377834,,smb_value,True
CUST-0007383214,CUST-0007383214,,smb_value,True
CUST-0007405883,CUST-0007405883,,smb_value,True
CUST-0007414353,CUST-0007414353,,smb_value,True
CUST-0007428611,CUST-0007428611,,smb_value,True
CUST-0007429652,CUST-0007429652,,smb_value,True
CUST-0007438822,CUST-0007438822,,smb_value,True
CUST-0007441690,CUST-0007441690,,smb_value,True
CUST-0007452023,CUST-0007452023,,smb_value,True
CUST-0007454002,CUST-0007454002,,smb_value,True
CUST-0007497257,CUST-0007497257,,smb_value,True
CUST-0007499454,CUST-0007499454,,smb_value,True
CUST-0007504465,CUST-0007504465,,mid_market_value,True
CUST-0007612654,CUST-0007612654,,smb_value,True
CUST-0007630267,CUST-0007630267,,smb_value,True
CUST-0007633901,CUST-0007633901,,smb_value,True
CUST-0007642824,CUST-0007642824,,smb_value,True
CUST-0007658814,CUST-0007658814,,smb_value,True
CUST-0007706563,CUST-0007706563,,smb_value,True
CUST-0007718516,CUST-0007718516,,smb_value,True
CUST-0007721846,CUST-0007721846,,smb_value,True
CUST-0007723608,CUST-0007723608,,smb_value,True
CUST-0007726834,CUST-0007726834,,smb_value,True
CUST-0007741566,CUST-0007741566,,smb_value,True
CUST-0007784911,CUST-0007784911,,smb_value,True
CUST-0007811697,CUST-0007811697,,smb_value,True
CUST-0007817949,CUST-0007817949,,smb_value,True
CUST-0007861262,CUST-0007861262,,smb_value,True
CUST-0007876620,CUST-0007876620,,smb_value,True
CUST-0008004116,CUST-0008004116,,smb_value,True
CUST-0008040797,CUST-0008040797,,smb_value,True
CUST-0008062767,CUST-0008062767,,smb_value,True
CUST-0008088367,CUST-0008088367,,smb_value,True
CUST-0008120849,CUST-0008120849,,smb_value,True
CUST-0008122834,CUST-0008122834,,smb_value,True
CUST-0008179599,CUST-0008179599,,smb_value,True
CUST-0008212405,CUST-0008212405,,smb_value,True
CUST-0008245279,CUST-0008245279,,smb_value,True
CUST-0008311147,CUST-0008311147,,mid_market_value,True
CUST-0008317978,CUST-0008317978,,smb_value,True
CUST-0008334435,CUST-0008334435,,smb_value,True
CUST-0008370679,CUST-0008370679,,smb_value,True
CUST-0008390360,CUST-0008390360,,smb_value,True
CUST-0008399982,CUST-0008399982,,smb_value,True
CUST-0008412373,CUST-0008412373,,smb_value,True
CUST-0008519673,CUST-0008519673,,smb_value,True
CUST-0008568360,CUST-0008568360,,smb_value,True
CUST-0008569378,CUST-0008569378,,smb_value,True
CUST-0008580732,CUST-0008580732,,smb_value,True
CUST-0008638590,CUST-0008638590,,smb_value,True
CUST-0008647352,CUST-0008647352,,smb_value,True
CUST-0008711625,CUST-0008711625,,smb_value,True
CUST-0008714575,CUST-0008714575,,smb_value,True
CUST-0008719217,CUST-0008719217,,mid_market_value,True
CUST-0008771434,CUST-0008771434,,smb_value,True
CUST-0008795510,CUST-0008795510,,smb_value,True
CUST-0008811977,CUST-0008811977,,smb_value,True
CUST-0008815614,CUST-0008815614,,smb_value,True
CUST-0008863446,CUST-0008863446,,smb_value,True
CUST-0008892827,CUST-0008892827,,smb_value,True
CUST-0008927279,CUST-0008927279,,smb_value,True
CUST-0008942987,CUST-0008942987,,smb_value,True
CUST-0008946921,CUST-0008946921,,smb_value,True
CUST-0008949370,CUST-0008949370,,smb_value,True
CUST-0009009535,CUST-0009009535,,smb_value,True
CUST-0009027774,CUST-0009027774,,smb_value,True
CUST-0009032923,CUST-0009032923,,smb_value,True
CUST-0009033399,CUST-0009033399,,smb_value,True
CUST-0009092256,CUST-0009092256,,smb_value,True
CUST-0009107389,CUST-0009107389,,smb_value,True
CUST-0009117669,CUST-0009117669,,smb_value,True
CUST-0009118834,CUST-0009118834,,smb_value,True
CUST-0009145909,CUST-0009145909,,smb_value,True
CUST-0009153275,CUST-0009153275,,smb_value,True
CUST-0009184594,CUST-0009184594,,smb_value,True
CUST-0009188928,CUST-0009188928,,smb_value,True
CUST-0009205440,CUST-0009205440,,smb_value,True
CUST-0009224327,CUST-0009224327,,smb_value,True
CUST-0009261502,CUST-0009261502,,smb_value,True
CUST-0009293962,CUST-0009293962,,smb_value,True
CUST-0009304381,CUST-0009304381,,smb_value,True
CUST-0009343628,CUST-0009343628,,smb_value,True
CUST-0009350188,CUST-0009350188,,smb_value,True
CUST-0009363879,CUST-0009363879,,smb_value,True
CUST-0009421656,CUST-0009421656,,smb_value,True
CUST-0009459190,CUST-0009459190,,smb_value,True
CUST-0009529219,CUST-0009529219,,smb_value,True
CUST-0009555057,CUST-0009555057,,smb_value,True
CUST-0009592659,CUST-0009592659,,smb_value,True
CUST-0009621964,CUST-0009621964,,mid_market_value,True
CUST-0009624364,CUST-0009624364,,smb_value,True
CUST-0009631598,CUST-0009631598,,smb_value,True
CUST-0009668095,CUST-0009668095,,mid_market_value,True
CUST-0009687976,CUST-0009687976,,smb_value,True
CUST-0009688184,CUST-0009688184,,smb_value,True
CUST-0009746423,CUST-0009746423,,mid_market_value,True
CUST-0009749167,CUST-0009749167,,mid_market_value,True
CUST-0009814714,CUST-0009814714,,smb_value,True
CUST-0009842878,CUST-0009842878,,smb_value,True
CUST-0009849591,CUST-0009849591,,smb_value,True
CUST-0009856221,CUST-0009856221,,smb_value,True
CUST-0009866333,CUST-0009866333,,smb_value,True
CUST-0009885345,CUST-0009885345,,smb_value,True
CUST-0009893939,CUST-0009893939,,smb_value,True
CUST-0009931626,CUST-0009931626,,mid_market_value,True
CUST-0009935163,CUST-0009935163,,smb_value,True
CUST-0009966480,CUST-0009966480,,smb_value,True
CUST-0009979618,CUST-0009979618,,smb_value,True
CUST-0009981971,CUST-0009981971,,smb_value,True
CUST-0009996089,CUST-0009996089,,smb_value,True
CUST-0010025504,CUST-0010025504,,smb_value,True
CUST-0010094870,CUST-0010094870,,smb_value,True
CUST-0010097050,CUST-0010097050,,smb_value,True
CUST-0010104933,CUST-0010104933,,smb_value,True
CUST-0010121641,CUST-0010121641,,smb_value,True
CUST-0010161552,CUST-0010161552,,smb_value,True
CUST-0010172689,CUST-0010172689,,smb_value,True
CUST-0010173277,CUST-0010173277,,smb_value,True
CUST-0010196813,CUST-0010196813,,smb_value,True
CUST-0010243592,CUST-0010243592,,smb_value,True
CUST-0010266136,CUST-0010266136,,smb_value,True
CUST-0010320548,CUST-0010320548,,smb_value,True
CUST-0010340493,CUST-0010340493,,smb_value,True
CUST-0010364115,CUST-0010364115,,smb_value,True
CUST-0010383552,CUST-0010383552,,smb_value,True
CUST-0010399526,CUST-0010399526,,smb_value,True
CUST-0010434873,CUST-0010434873,,smb_value,True
CUST-0010454452,CUST-0010454452,,smb_value,True
CUST-0010467753,CUST-0010467753,,smb_value,True
CUST-0010469366,CUST-0010469366,,smb_value,True
CUST-0010485462,CUST-0010485462,,smb_value,True
CUST-0010486461,CUST-0010486461,,smb_value,True
CUST-0010505583,CUST-0010505583,,smb_value,True
CUST-0010539510,CUST-0010539510,,smb_value,True
CUST-0010549079,CUST-0010549079,,smb_value,True
CUST-0010561391,CUST-0010561391,,smb_value,True
CUST-0010568114,CUST-0010568114,,smb_value,True
CUST-0010592085,CUST-0010592085,,smb_value,True
CUST-0010595560,CUST-0010595560,,smb_value,True
CUST-0010599960,CUST-0010599960,,smb_value,True
