source_system,batch_id,target_month,region,channel,target_spend,target_revenue,target_leads,target_conversions,budget_owner,ingestion_available_at,reporting_month,normalized_channel,actual_spend,actual_revenue,actual_leads,spend_attainment,revenue_attainment,lead_attainment,channel_name
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,paid_search,271674.89,1039686.86,11777,2487,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,12.30923082365102,0.0,0.0289547422943024,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,paid_social,100753.44,546458.55,12718,1273,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,80.32738048447776,0.0,0.0305865702154426,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,email,318596.67,136814.34,12623,2009,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0133882595262615,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,organic,343012.68,91634.72,1254,894,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.1180223285486443,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,direct,104600.86,1048236.76,6516,1177,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0187231430325353,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,paid_search,87467.08,347720.81,10265,261,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,38.23277203263216,0.0,0.0332196785192401,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,paid_social,321777.28,932850.39,9344,238,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,25.151744430184753,0.0,0.0416309931506849,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,email,275696.74,273672.85,2361,2391,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0715798390512494,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,organic,238856.19,818435.55,3569,1175,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0414681983748949,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,direct,122152.63,297356.65,14922,662,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0081758477415895,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,,paid_search,268416.9,516201.37,8265,1497,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,12.458637775788334,0.0,0.0412583182093163,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,,paid_social,313371.31,1006039.67,9356,906,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,25.826422686875834,0.0,0.0415775972637879,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,,email,51768.12,515422.23,3307,643,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0511037193831267,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,,organic,376910.73,245375.0,9194,152,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0160974548618664,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,,direct,395299.77,746294.71,10350,969,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0117874396135265,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,paid_search,287515.14,639945.7,8519,2417,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,11.63107073248386,0.0,0.0400281723206949,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,paid_social,184762.96,1077997.5,11151,516,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,43.803476140455864,0.0,0.034884763698323,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,email,173563.84,219137.16,13497,2102,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0125213010298584,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,organic,58820.21,747707.56,9218,1315,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0160555435018442,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,direct,354701.39,848034.45,2344,716,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0520477815699658,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,paid_search,347693.0,1063335.38,4702,892,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,9.617993258420505,0.0,0.0725223309230114,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,paid_social,123380.48,166432.58,14832,2095,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,65.59595091541223,0.0,0.0262270765911542,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,email,291950.03,383664.34,4914,219,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0343915343915343,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,organic,402658.56,796895.6,4594,32,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0322159338267305,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,direct,126304.34,786013.3,7294,1231,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0167260762270359,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,paid_search,412564.12,429905.65,5584,1581,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,8.105670774278675,0.0,0.061067335243553,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,paid_social,260202.57,296196.52,5665,1082,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,31.10368936786443,0.0,0.068667255075022,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,email,246274.27,792877.35,8709,979,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0194052129980479,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,organic,143471.97,959076.73,9562,237,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0154779334867182,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,direct,237007.58,869545.6,2623,1398,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0465116279069767,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,,paid_search,348215.69,109477.85,5436,93,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,9.603556146479212,0.0,0.0627299484915379,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,,paid_social,200683.43,1134636.98,11358,1827,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,40.328491046819366,0.0,0.0342489874977989,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,,email,307798.55,898369.41,9475,1837,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0178364116094986,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,,organic,183470.09,547553.08,11449,903,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0129268931784435,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,,direct,357740.79,429370.17,3415,462,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0357247437774524,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,paid_search,264735.45,1021277.31,1380,1659,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,12.631889420173987,0.0,0.2471014492753623,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,paid_social,157023.85,192463.41,4652,1551,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,51.54159645174921,0.0,0.0836199484092863,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,email,217837.69,1160701.98,8067,1617,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0209495475393578,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,organic,367457.7,1142121.88,7464,1386,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0198285101822079,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,direct,149745.86,778050.93,3450,1549,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0353623188405797,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,paid_search,44485.84,1164078.28,5987,1141,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,75.17243531874414,0.0,0.056956739602472,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,paid_social,132158.88,163439.32,13391,1022,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,61.23886575007294,0.0,0.0290493615114629,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,email,101241.31,837253.53,12990,576,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0130100076982294,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,organic,207430.4,687471.26,5608,327,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0263908701854493,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,direct,95786.45,465057.35,4474,2382,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0272686633884666,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,paid_search,104816.84,696985.47,9038,1768,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,31.90430974641098,0.0,0.0377295861916353,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,paid_social,126898.4,544350.44,13125,1275,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,63.77747796662527,0.0,0.0296380952380952,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,email,55772.56,483668.26,2047,884,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0825598436736687,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,organic,79063.11,556524.39,12893,351,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0114790971845187,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,direct,93898.34,503420.38,715,912,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.1706293706293706,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,,paid_search,414467.39,290169.68,7739,1200,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,8.068448835021737,0.0,0.044062540379894,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,,paid_social,389110.38,267871.75,7293,1158,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,20.799393503714807,0.0,0.0533388180447004,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,,email,182359.85,401989.74,2338,1997,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0722840034217279,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,,organic,168580.42,861108.3,2443,1767,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0605812525583299,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,,direct,70012.04,644814.15,2431,731,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0501851090086384,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,paid_search,274900.76,452107.95,2538,2145,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,12.16478604860896,0.0,0.1343577620173364,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,paid_social,255377.7,87260.85,12851,1886,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,31.691333699066128,0.0,0.0302700178974398,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,email,80602.05,186234.99,4057,513,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0416563963519842,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,organic,333107.83,463814.09,590,689,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.2508474576271186,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,direct,124554.33,980815.37,2713,257,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0449686693697014,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,paid_search,252259.33,130779.47,4361,296,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,13.256631300812542,0.0,0.0781930749828021,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,paid_social,158675.08,424009.6,12979,1849,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,51.00523604588698,0.0,0.0299714924108174,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,email,316488.0,190382.81,7980,625,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0211779448621553,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,organic,165824.32,618806.28,13374,272,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0110662479437714,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,direct,235498.75,894794.54,5235,2385,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0233046800382043,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,paid_search,140081.14,836380.46,11175,1277,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,23.87265644754176,0.0,0.0305145413870246,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,paid_social,239130.63,337272.0,832,730,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,33.84451381238782,0.0,0.4675480769230769,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,email,144691.69,665745.55,7280,1513,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0232142857142857,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,organic,294309.06,379888.5,5472,2111,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0270467836257309,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,direct,320459.12,654755.4,12522,1035,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0097428525794601,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,,paid_search,308485.02,397267.6,10826,883,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,10.840425671236808,0.0,0.031498244965823,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,,paid_social,183916.39,174237.14,5039,2056,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,44.00510422154328,0.0,0.0771978567176027,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,,email,282971.05,1112460.99,10955,2264,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0154267457781834,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,,organic,182450.84,1085247.29,14262,2197,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0103772261954845,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,,direct,142029.09,530472.28,6733,1369,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.01811970889648,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,paid_search,137450.78,295659.79,12087,1197,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,24.329501294936268,0.0,0.0282121287333498,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,paid_social,314902.07,717820.4,3440,1275,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,25.700878720803583,0.0,0.1130813953488372,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,email,205851.32,773792.85,2289,1627,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.073831367409349,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,organic,348427.41,505039.57,13712,1463,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0107934655775962,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,direct,322060.38,504298.01,762,1958,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.1601049868766404,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,paid_search,111691.69,580378.51,8576,2015,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,29.94053478821925,0.0,0.0397621268656716,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,paid_social,366265.84,653877.79,12057,2123,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,22.0966823168658,0.0,0.0322634154433109,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,email,369478.83,908338.94,2273,904,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0743510778706555,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,organic,236012.83,272299.5,2131,1626,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0694509619896762,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,direct,224875.68,1195438.3,14019,1114,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0087024752122119,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,paid_search,185587.03,325678.71,1440,1374,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,18.0190874868788,0.0,0.2368055555555555,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,paid_social,89824.11,679993.21,10776,1105,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,90.10119788551204,0.0,0.0360987379361544,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,email,41041.44,179010.23,4738,1265,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0356690586745462,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,organic,259708.86,1184490.86,9447,187,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0156663491055361,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,APAC,direct,173610.31,148233.49,9322,600,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0130873203175284,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,,paid_search,288920.96,1164482.58,1360,250,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,11.574476735782683,0.0,0.250735294117647,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,,paid_social,234263.59,239814.52,6963,1564,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,34.54766449195114,0.0,0.0558667241131696,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,,email,281628.03,1012298.46,6188,491,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.0273109243697479,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,,organic,44913.2,429889.84,11076,2309,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0133622246298302,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,,direct,195842.93,912409.48,11901,1295,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0102512393916477,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,paid_search,334412.93,827133.16,10911,1964,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,9.999939087283495,0.0,0.0312528640821189,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,paid_social,172500.83,637914.8,9143,429,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,46.917223006984955,0.0,0.0425462102154653,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,email,229047.81,183077.22,1574,674,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.1073697585768742,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,organic,407700.12,928310.71,8874,1407,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0166779355420329,Organic
marketing_targets,batch_20260818T025519Z,2025-01-01,LATAM,direct,97518.66,107060.92,12880,1584,growth,2026-08-18T02:55:19.833522+00:00,2025-01-01,direct,0.0,0.0,122.0,0.0,0.0,0.0094720496894409,Direct
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,paid_search,180085.39,1116008.79,10920,1221,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_search,3344108.93,0.0,341.0,18.569573744988418,0.0,0.0312271062271062,Paid Search
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,paid_social,166586.72,1169051.09,3403,423,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,paid_social,8093259.91,0.0,389.0,48.58286368805389,0.0,0.114310902145166,Paid Social
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,email,277494.11,1135705.99,5080,2447,finance,2026-08-18T02:55:19.833522+00:00,2025-01-01,email,0.0,0.0,169.0,0.0,0.0,0.033267716535433,Email
marketing_targets,batch_20260818T025519Z,2025-01-01,EMEA,organic,210010.26,410209.41,6007,112,regional_marketing,2026-08-18T02:55:19.833522+00:00,2025-01-01,organic,0.0,0.0,148.0,0.0,0.0,0.0246379224238388,Organic
